Orthogroup	Ceratina_australensis	Ceratina_calcarata	Megalopta_genalis	Polistes_canadensis	Polistes_dominula	Liostenogaster_flavolineata
OG0001198	Caust.v2_005549	gene-LOC108626052	gene-LOC117220218	gene-LOC106791550	gene-LOC107067045	Lflavo2a007068
OG0001199	Caust.v2_006391	gene-LOC108626455	gene-LOC117223238	gene-LOC106789435	gene-LOC107072773	Lflavo2a003578
OG0001200	Caust.v2_006453	gene-LOC108629010	gene-LOC117227578	gene-LOC106786495	gene-LOC107067850	Lflavo2a013798
OG0001201	Caust.v2_009995	gene-LOC108625734	gene-LOC117223638	gene-LOC106784657	gene-LOC107064981	Lflavo2a010449
OG0001202	Caust.v2_019106	gene-LOC108632572	gene-LOC117221504	gene-LOC106790448	gene-LOC107067218	Lflavo2a003782
OG0001203	Caust.v2_006797	gene-LOC108627902	gene-LOC117226162	gene-LOC106786122	gene-LOC107064323	Lflavo2a011514
OG0001204	Caust.v2_010183	gene-LOC108627465	gene-LOC117217803	gene-LOC106788106	gene-LOC107073095	Lflavo2a007507
OG0001206	Caust.v2_009532	gene-LOC108632078	gene-LOC117223358	gene-LOC106788540	gene-LOC107071790	Lflavo2a012230
OG0001207	Caust.v2_018822	gene-LOC108632572	gene-LOC117228973	gene-LOC106785668	gene-LOC107072830	Lflavo2a001583
OG0001208	Caust.v2_000632	gene-LOC108622730	gene-LOC117225536	gene-LOC106785102	gene-LOC107063971	Lflavo2a012545
OG0001210	Caust.v2_007905	gene-LOC108633115	gene-LOC117226586	gene-LOC106789961	gene-LOC107067238	Lflavo2a005297
OG0001211	Caust.v2_015128	gene-LOC108624168	gene-LOC117224800	gene-LOC106793484	gene-LOC107064470	Lflavo2a009683
OG0001214	Caust.v2_011389	gene-LOC108630971	gene-LOC117221422	gene-LOC106794000	gene-LOC107072313	Lflavo2a012328
OG0001215	Caust.v2_020313	gene-LOC108629332	gene-LOC117224289	gene-LOC106791338	gene-LOC107065982	Lflavo2a012267
OG0001218	Caust.v2_013523	gene-LOC108624116	gene-LOC117221895	gene-LOC106785447	gene-LOC107064822	Lflavo2a004043
OG0001220	Caust.v2_003576	gene-LOC108632384	gene-LOC117229007	gene-LOC106791222	gene-LOC107065743	Lflavo2a001002
OG0001221	Caust.v2_001137	gene-LOC108622697	gene-LOC117226586	gene-LOC106787761	gene-LOC107068984	Lflavo2a003453
OG0001222	Caust.v2_008861	gene-LOC108624494	gene-LOC117229579	gene-LOC106787525	gene-LOC107070410	Lflavo2a001102
OG0001223	Caust.v2_008951	gene-LOC108623032	gene-LOC117219156	gene-LOC106786498	gene-LOC107067391	Lflavo2a009481
OG0001224	Caust.v2_006425	gene-LOC108626511	gene-LOC117227280	gene-LOC106789517	gene-LOC107064538	Lflavo2a000796
OG0001225	Caust.v2_002511	gene-LOC108624329	gene-LOC117225545	gene-LOC106791895	gene-LOC107073824	Lflavo2a006010
OG0001226	Caust.v2_007720	gene-LOC108628082	gene-LOC117221506	gene-LOC106790065	gene-LOC107071009	Lflavo2a002745
OG0001229	Caust.v2_001624	gene-LOC108630211	gene-LOC117220996	gene-LOC106787984	gene-LOC107071283	Lflavo2a001676
OG0001230	Caust.v2_006070	gene-LOC108624764	gene-LOC117227903	gene-LOC106786657	gene-LOC107070484	Lflavo2a014114
OG0001232	Caust.v2_004522	gene-LOC108632572	gene-LOC117220410	gene-LOC106785847	gene-LOC107064145	Lflavo2a003711
OG0001234	Caust.v2_001260	gene-LOC108623537	gene-LOC117229897	gene-LOC106792047	gene-LOC107064273	Lflavo2a005502
OG0001235	Caust.v2_016231	gene-LOC108632755	gene-LOC117217354	gene-LOC106791142	gene-LOC107069226	Lflavo2a008230
OG0001237	Caust.v2_013743	gene-LOC108632046	gene-LOC117220384	gene-LOC106793195	gene-LOC107066204	Lflavo2a007068
OG0001238	Caust.v2_007459	gene-LOC108630939	gene-LOC117228016	gene-LOC106787938	gene-LOC107072501	Lflavo2a013208
OG0001241	Caust.v2_010580	gene-LOC108628320	gene-LOC117227031	gene-LOC106790632	gene-LOC107071447	Lflavo2a010109
OG0001244	Caust.v2_003492	gene-LOC108622822	gene-LOC117226718	gene-LOC106789830	gene-LOC107067293	Lflavo2a005512
OG0001247	Caust.v2_013155	gene-LOC108625480	gene-LOC117218597	gene-LOC106784173	gene-LOC107070320	Lflavo2a009798
OG0001248	Caust.v2_009532	gene-LOC108622660	gene-LOC117222633	gene-LOC106792497	gene-LOC107071510	Lflavo2a000611
OG0001251	Caust.v2_021428	gene-LOC113463918	gene-LOC117218868	gene-LOC106793907	gene-LOC107074575	Lflavo2a006499
OG0001252	Caust.v2_009532	gene-LOC108623454	gene-LOC117220182	gene-LOC106792260	gene-LOC107070915	Lflavo2a002537
OG0001254	Caust.v2_001354	gene-LOC108628673	gene-LOC117230069	gene-LOC106786264	gene-LOC107065663	Lflavo2a011478
OG0001259	Caust.v2_017514	gene-LOC108629397	gene-LOC117228860	gene-LOC106791995	gene-LOC107072223	Lflavo2a000313
OG0001262	Caust.v2_012211	gene-LOC108625439	gene-LOC117218845	gene-LOC106790776	gene-LOC107071993	Lflavo2a011930
OG0001266	Caust.v2_002340	gene-LOC108623934	gene-LOC117229644	gene-LOC106789173	gene-LOC107073824	Lflavo2a013795
OG0001267	Caust.v2_015343	gene-LOC108626561	gene-LOC117222423	gene-LOC106787593	gene-LOC107073817	Lflavo2a004403
OG0001268	Caust.v2_008845	gene-LOC108623083	gene-LOC117220443	gene-LOC106788253	gene-LOC107068393	Lflavo2a003305
OG0001271	Caust.v2_010620	gene-LOC108630368	gene-LOC117221903	gene-LOC106783784	gene-LOC107074441	Lflavo2a001386
OG0001273	Caust.v2_000114	gene-LOC108623480	gene-LOC117227058	gene-LOC106784628	gene-LOC107073824	Lflavo2a001660
OG0001278	Caust.v2_020621	gene-LOC108627277	gene-LOC117222278	gene-LOC106784173	gene-LOC107063913	Lflavo2a007739
OG0001281	Caust.v2_009532	gene-LOC108623685	gene-LOC117219277	gene-LOC106793381	gene-LOC107068190	Lflavo2a007994
OG0001283	Caust.v2_010242	gene-LOC108627040	gene-LOC117219237	gene-LOC106787222	gene-LOC107063900	Lflavo2a000212
OG0001284	Caust.v2_017636	gene-LOC108631520	gene-LOC117218381	gene-LOC106787703	gene-LOC107072790	Lflavo2a005741
OG0001285	Caust.v2_016968	gene-LOC108622479	gene-LOC117224570	gene-LOC106787495	gene-LOC107069298	Lflavo2a003518
OG0001286	Caust.v2_016331	gene-LOC108622037	gene-LOC117218999	gene-LOC106790836	gene-LOC107069829	Lflavo2a006293
OG0001288	Caust.v2_010950	gene-LOC108625007	gene-LOC117221933	gene-LOC106784481	gene-LOC107071816	Lflavo2a009884
OG0001291	Caust.v2_009532	gene-LOC108629411	gene-LOC117222033	gene-LOC106793256	gene-LOC107067675	Lflavo2a009140
OG0001292	Caust.v2_020962	gene-LOC108629757	gene-LOC117228131	gene-LOC106789070	gene-LOC107065372	Lflavo2a008340
OG0001294	Caust.v2_004019	gene-LOC108631603	gene-LOC117222104	gene-LOC106792106	gene-LOC107074315	Lflavo2a003271
OG0001295	Caust.v2_010746	gene-LOC108632797	gene-LOC117226817	gene-LOC106785805	gene-LOC107073930	Lflavo2a003695
OG0001297	Caust.v2_002263	gene-LOC108623911	gene-LOC117226971	gene-LOC106786870	gene-LOC107069118	Lflavo2a004592
OG0001298	Caust.v2_002259	gene-LOC108623914	gene-LOC117226760	gene-LOC106790450	gene-LOC107066982	Lflavo2a005840
OG0001299	Caust.v2_007370	gene-LOC108626151	gene-LOC117222755	gene-LOC106789930	gene-LOC107067557	Lflavo2a011408
OG0001300	Caust.v2_005658	gene-LOC108626166	gene-LOC117219941	gene-LOC106793231	gene-LOC107067677	Lflavo2a010400
OG0001301	Caust.v2_013605	gene-LOC108626033	gene-LOC117223567	gene-LOC106793868	gene-LOC107070065	Lflavo2a008930
OG0001303	Caust.v2_007133	gene-LOC108632092	gene-LOC117223335	gene-LOC106787791	gene-LOC107073824	Lflavo2a003846
OG0001306	Caust.v2_001345	gene-LOC108624916	gene-LOC117229884	gene-LOC106789207	gene-LOC107071221	Lflavo2a001449
OG0001308	Caust.v2_001311	gene-LOC108624274	gene-LOC117229855	gene-LOC106790900	gene-LOC107073824	Lflavo2a011201
OG0001309	Caust.v2_002606	gene-LOC108629381	gene-LOC117220988	gene-LOC106788038	gene-LOC107073264	Lflavo2a012451
OG0001311	Caust.v2_013145	gene-LOC108623962	gene-LOC117223260	gene-LOC106788950	gene-LOC107068824	Lflavo2a011935
OG0001312	Caust.v2_007349	gene-LOC108632203	gene-LOC117222518	gene-LOC106786619	gene-LOC107068851	Lflavo2a012040
OG0001313	Caust.v2_000156	gene-LOC108633049	gene-LOC117218846	gene-LOC106792237	gene-LOC107068148	Lflavo2a014237
OG0001315	Caust.v2_004093	gene-LOC108627706	gene-LOC117226009	gene-LOC106786128	gene-LOC107064295	Lflavo2a005431
OG0001316	Caust.v2_009273	gene-LOC108630741	gene-LOC117228700	gene-LOC106784304	gene-LOC107065518	Lflavo2a009570
OG0001317	Caust.v2_016928	gene-LOC108628013	gene-LOC117223001	gene-LOC106788219	gene-LOC107068271	Lflavo2a002646
OG0001318	Caust.v2_019937	gene-LOC108628644	gene-LOC117223241	gene-LOC106787626	gene-LOC107069370	Lflavo2a001069
OG0001320	Caust.v2_007061	gene-LOC108630136	gene-LOC117226586	gene-LOC106786896	gene-LOC107068522	Lflavo2a006588
OG0001321	Caust.v2_015898	gene-LOC108632822	gene-LOC117221440	gene-LOC106792316	gene-LOC107071846	Lflavo2a003830
OG0001322	Caust.v2_017662	gene-LOC108632397	gene-LOC117228988	gene-LOC106788214	gene-LOC107068397	Lflavo2a013324
OG0001324	Caust.v2_001389	gene-LOC108628910	gene-LOC117227986	gene-LOC106793974	gene-LOC107072337	Lflavo2a010104
OG0001325	Caust.v2_008577	gene-LOC108625742	gene-LOC117226859	gene-LOC106790228	gene-LOC107067303	Lflavo2a008213
OG0001330	Caust.v2_010127	gene-LOC108624743	gene-LOC117218535	gene-LOC106784782	gene-LOC107066790	Lflavo2a003199
OG0001332	Caust.v2_002252	gene-LOC108623940	gene-LOC117224715	gene-LOC106784274	gene-LOC107066517	Lflavo2a013126
OG0001334	Caust.v2_006019	gene-LOC108630734	gene-LOC117217467	gene-LOC106788935	gene-LOC107068470	Lflavo2a005750
OG0001335	Caust.v2_014862	gene-LOC108632572	gene-LOC117228841	gene-LOC106789784	gene-LOC107073251	Lflavo2a009658
OG0001337	Caust.v2_009881	gene-LOC108629785	gene-LOC117222038	gene-LOC106784173	gene-LOC107073586	Lflavo2a009105
OG0001338	Caust.v2_019685	gene-LOC108622455	gene-LOC117224307	gene-LOC106790977	gene-LOC107072957	Lflavo2a004943
OG0001345	Caust.v2_005434	gene-LOC108632639	gene-LOC117224535	gene-LOC106788712	gene-LOC107065115	Lflavo2a013504
OG0001348	Caust.v2_014374	gene-LOC108629663	gene-LOC117222825	gene-LOC106787574	gene-LOC107065297	Lflavo2a008541
OG0001351	Caust.v2_016284	gene-LOC108629498	gene-LOC117218572	gene-LOC106789382	gene-LOC107074310	Lflavo2a003147
OG0001354	Caust.v2_015197	gene-LOC108622848	gene-LOC117229102	gene-LOC106791345	gene-LOC107072366	Lflavo2a000013
OG0001355	Caust.v2_020056	gene-LOC108622498	gene-LOC117222476	gene-LOC106786693	gene-LOC107068141	Lflavo2a012815
OG0001361	Caust.v2_017942	gene-LOC108624934	gene-LOC117222620	gene-LOC106784271	gene-LOC107066509	Lflavo2a010137
OG0001365	Caust.v2_009679	gene-LOC108628930	gene-LOC117218709	gene-LOC106791648	gene-LOC107070179	Lflavo2a004815
OG0001372	Caust.v2_012206	gene-LOC108625349	gene-LOC117218844	gene-LOC106790778	gene-LOC107071995	Lflavo2a011922
OG0001374	Caust.v2_018016	gene-LOC108624073	gene-LOC117226586	gene-LOC106785246	gene-LOC107064753	Lflavo2a004016
OG0001377	Caust.v2_009039	gene-LOC108626841	gene-LOC117228889	gene-LOC106794053	gene-LOC107067001	Lflavo2a009232
OG0001379	Caust.v2_010417	gene-LOC108630372	gene-LOC117221686	gene-LOC106783938	gene-LOC107066233	Lflavo2a011718
OG0001382	Caust.v2_009181	gene-LOC108631051	gene-LOC117221308	gene-LOC106789385	gene-LOC107073824	Lflavo2a000336
OG0001383	Caust.v2_016604	gene-LOC108625393	gene-LOC117223246	gene-LOC106790773	gene-LOC107072973	Lflavo2a011918
OG0001384	Caust.v2_001964	gene-LOC108628599	gene-LOC117229416	gene-LOC106786977	gene-LOC107072114	Lflavo2a012866
OG0001385	Caust.v2_002987	gene-LOC108621976	gene-LOC117221522	gene-LOC106784173	gene-LOC107071158	Lflavo2a005524
OG0001387	Caust.v2_006186	gene-LOC108625796	gene-LOC117221688	gene-LOC106789506	gene-LOC107074250	Lflavo2a001542
OG0001388	Caust.v2_011934	gene-LOC108624182	gene-LOC117224794	gene-LOC106787844	gene-LOC107064586	Lflavo2a001649
OG0001389	Caust.v2_009532	gene-LOC108631140	gene-LOC117223704	gene-LOC106793378	gene-LOC107068244	Lflavo2a000042
OG0001390	Caust.v2_009579	gene-LOC108627619	gene-LOC117223484	gene-LOC106792318	gene-LOC107073824	Lflavo2a005776
OG0001391	Caust.v2_008144	gene-LOC108627896	gene-LOC117226145	gene-LOC106783597	gene-LOC107069879	Lflavo2a014206
OG0001392	Caust.v2_018250	gene-LOC108632521	gene-LOC117219118	gene-LOC106786605	gene-LOC107072659	Lflavo2a002371
OG0001393	Caust.v2_006872	gene-LOC108632572	gene-LOC117229145	gene-LOC106784997	gene-LOC107067421	Lflavo2a001168
OG0001395	Caust.v2_017668	gene-LOC108630819	gene-LOC117224807	gene-LOC106789372	gene-LOC107074409	Lflavo2a005028
OG0001396	Caust.v2_002734	gene-LOC108625608	gene-LOC117221220	gene-LOC106786289	gene-LOC107065709	Lflavo2a010538
OG0001398	Caust.v2_012935	gene-LOC108623268	gene-LOC117227483	gene-LOC106786660	gene-LOC107070483	Lflavo2a004822
OG0001400	Caust.v2_007475	gene-LOC108627037	gene-LOC117219249	gene-LOC106790257	gene-LOC107066435	Lflavo2a005147
OG0001401	Caust.v2_004246	gene-LOC108630896	gene-LOC117224722	gene-LOC106783965	gene-LOC107069881	Lflavo2a008294
OG0001402	Caust.v2_012106	gene-LOC108623021	gene-LOC117226586	gene-LOC106788544	gene-LOC107064184	Lflavo2a006949
OG0001403	Caust.v2_009601	gene-LOC108623862	gene-LOC117226171	gene-LOC106793911	gene-LOC107071146	Lflavo2a003529
OG0001405	Caust.v2_015611	gene-LOC108628085	gene-LOC117220338	gene-LOC106785398	gene-LOC107070124	Lflavo2a007068
OG0001406	Caust.v2_020656	gene-LOC108632818	gene-LOC117226586	gene-LOC106785840	gene-LOC107073869	Lflavo2a000533
OG0001407	Caust.v2_019455	gene-LOC108631589	gene-LOC117217376	gene-LOC106790579	gene-LOC107073824	Lflavo2a002792
OG0001409	Caust.v2_001784	gene-LOC108623497	gene-LOC117220420	gene-LOC106784173	gene-LOC107066874	Lflavo2a014118
OG0001412	Caust.v2_005054	gene-LOC108632058	gene-LOC117224473	gene-LOC106790104	gene-LOC107064197	Lflavo2a010140
OG0001414	Caust.v2_013510	gene-LOC108626167	gene-LOC117224946	gene-LOC106791454	gene-LOC107064436	Lflavo2a002753
OG0001417	Caust.v2_006345	gene-LOC108625431	gene-LOC117217938	gene-LOC106786282	gene-LOC107065731	Lflavo2a010541
OG0001420	Caust.v2_003700	gene-LOC108624050	gene-LOC117227713	gene-LOC106789274	gene-LOC107071320	Lflavo2a008552
OG0001421	Caust.v2_003698	gene-LOC108629412	gene-LOC117227717	gene-LOC106791114	gene-LOC107072196	Lflavo2a008548
OG0001422	Caust.v2_009532	gene-LOC108625914	gene-LOC117226069	gene-LOC106787685	gene-LOC107074417	Lflavo2a009501
OG0001423	Caust.v2_014956	gene-LOC108632572	gene-LOC117219290	gene-LOC106785026	gene-LOC107070677	Lflavo2a001737
OG0001424	Caust.v2_011577	gene-LOC108631656	gene-LOC117222002	gene-LOC106785768	gene-LOC107073831	Lflavo2a004454
OG0001426	Caust.v2_011972	gene-LOC108627379	gene-LOC117222774	gene-LOC106789614	gene-LOC107074223	Lflavo2a010251
OG0001427	Caust.v2_006017	gene-LOC108630874	gene-LOC117217375	gene-LOC106792257	gene-LOC107070907	Lflavo2a005705
OG0001428	Caust.v2_008048	gene-LOC108632572	gene-LOC117223203	gene-LOC106784530	gene-LOC107064378	Lflavo2a012479
OG0001430	Caust.v2_002679	gene-LOC108628996	gene-LOC117228383	gene-LOC106792597	gene-LOC107070136	Lflavo2a009523
OG0001431	Caust.v2_009532	gene-LOC108623406	gene-LOC117224183	gene-LOC106787318	gene-LOC107072393	Lflavo2a011438
OG0001432	Caust.v2_009532	gene-LOC108631615	gene-LOC117222048	gene-LOC106792762	gene-LOC107071164	Lflavo2a005430
OG0001433	Caust.v2_012085	gene-LOC108632882	gene-LOC117222172	gene-LOC106789438	gene-LOC107072765	Lflavo2a003611
OG0001434	Caust.v2_012614	gene-LOC108632572	gene-LOC117217953	gene-LOC106794064	gene-LOC107067006	Lflavo2a012811
OG0001435	Caust.v2_011778	gene-LOC108632926	gene-LOC117224378	gene-LOC106793867	gene-LOC107071193	Lflavo2a010270
OG0001436	Caust.v2_015813	gene-LOC108626147	gene-LOC117219183	gene-LOC106791050	gene-LOC107070723	Lflavo2a002691
OG0001437	Caust.v2_007834	gene-LOC108632572	gene-LOC117226333	gene-LOC106792680	gene-LOC107067714	Lflavo2a008798
OG0001438	Caust.v2_011334	gene-LOC108630031	gene-LOC117224729	gene-LOC106788333	gene-LOC107066717	Lflavo2a009830
OG0001439	Caust.v2_000265	gene-LOC108625291	gene-LOC117218773	gene-LOC106783642	gene-LOC107069912	Lflavo2a004560
OG0001440	Caust.v2_000293	gene-LOC108625279	gene-LOC117218663	gene-LOC106783621	gene-LOC107069917	Lflavo2a006902
OG0001443	Caust.v2_000325	gene-LOC108625300	gene-LOC117218104	gene-LOC106786275	gene-LOC107065746	Lflavo2a007393
OG0001444	Caust.v2_002362	gene-LOC108632572	gene-LOC117221488	gene-LOC106786424	gene-LOC107074126	Lflavo2a003119
OG0001445	Caust.v2_010809	gene-LOC108631897	gene-LOC117229292	gene-LOC106787004	gene-LOC107067954	Lflavo2a003019
OG0001446	Caust.v2_003297	gene-LOC108630811	gene-LOC117226586	gene-LOC106786332	gene-LOC107065479	Lflavo2a009687
OG0001449	Caust.v2_008370	gene-LOC108631672	gene-LOC117217793	gene-LOC106791848	gene-LOC107070519	Lflavo2a001221
OG0001450	Caust.v2_011685	gene-LOC108623181	gene-LOC117229483	gene-LOC106783950	gene-LOC107068856	Lflavo2a013962
OG0001451	Caust.v2_003328	gene-LOC108628943	gene-LOC117227586	gene-LOC106790523	gene-LOC107069423	Lflavo2a013825
OG0001453	Caust.v2_002943	gene-LOC108629241	gene-LOC117223159	gene-LOC106793644	gene-LOC107068338	Lflavo2a012043
OG0001459	Caust.v2_009786	gene-LOC108629750	gene-LOC117226291	gene-LOC106788389	gene-LOC107068063	Lflavo2a005591
OG0001460	Caust.v2_006700	gene-LOC108630812	gene-LOC117226586	gene-LOC106784088	gene-LOC107069207	Lflavo2a008428
OG0001461	Caust.v2_008682	gene-LOC108626617	gene-LOC117222779	gene-LOC106791178	gene-LOC107070908	Lflavo2a000844
OG0001462	Caust.v2_010967	gene-LOC108623807	gene-LOC117219655	gene-LOC106786297	gene-LOC107068748	Lflavo2a009263
OG0001463	Caust.v2_010817	gene-LOC108632572	gene-LOC117228811	gene-LOC106786301	gene-LOC107068745	Lflavo2a004738
OG0001464	Caust.v2_009659	gene-LOC108625754	gene-LOC117227024	gene-LOC106792496	gene-LOC107071503	Lflavo2a000722
OG0001465	Caust.v2_001799	gene-LOC108627263	gene-LOC117218704	gene-LOC106792534	gene-LOC107072452	Lflavo2a007068
OG0001467	Caust.v2_000829	gene-LOC108623135	gene-LOC117225309	gene-LOC106793321	gene-LOC107068209	Lflavo2a008058
OG0001469	Caust.v2_019242	gene-LOC108627751	gene-LOC117225942	gene-LOC106790571	gene-LOC107066139	Lflavo2a009476
OG0001470	Caust.v2_011489	gene-LOC108629909	gene-LOC117220478	gene-LOC106792686	gene-LOC107070426	Lflavo2a006686
OG0001471	Caust.v2_006444	gene-LOC108628956	gene-LOC117226586	gene-LOC106783628	gene-LOC107069431	Lflavo2a005263
OG0001472	Caust.v2_011995	gene-LOC108632572	gene-LOC117225080	gene-LOC106786857	gene-LOC107069286	Lflavo2a008680
OG0001473	Caust.v2_002395	gene-LOC108632517	gene-LOC117225262	gene-LOC106787894	gene-LOC107070685	Lflavo2a008560
OG0001474	Caust.v2_022437	gene-LOC108629611	gene-LOC117223644	gene-LOC106790547	gene-LOC107069338	Lflavo2a002276
OG0001475	Caust.v2_007694	gene-LOC108626994	gene-LOC117224855	gene-LOC106790981	gene-LOC107072432	Lflavo2a008217
OG0001477	Caust.v2_009532	gene-LOC108627783	gene-LOC117225978	gene-LOC106783886	gene-LOC107066163	Lflavo2a007921
OG0001478	Caust.v2_004834	gene-LOC108622895	gene-LOC117229830	gene-LOC106789378	gene-LOC107074397	Lflavo2a012571
OG0001480	Caust.v2_015426	gene-LOC108626563	gene-LOC117226586	gene-LOC106784638	gene-LOC107065013	Lflavo2a004191
OG0001481	Caust.v2_014922	gene-LOC108626438	gene-LOC117218287	gene-LOC106784624	gene-LOC107065017	Lflavo2a004087
OG0001482	Caust.v2_007635	gene-LOC108630480	gene-LOC117224741	gene-LOC106783673	gene-LOC107071570	Lflavo2a004621
OG0001483	Caust.v2_007014	gene-LOC108625842	gene-LOC117228377	gene-LOC106786359	gene-LOC107065557	Lflavo2a010587
OG0001484	Caust.v2_011388	gene-LOC108630959	gene-LOC117221342	gene-LOC106786142	gene-LOC107064355	Lflavo2a012345
OG0001485	Caust.v2_009532	gene-LOC108622929	gene-LOC117223442	gene-LOC106788609	gene-LOC107070542	Lflavo2a002894
OG0001486	Caust.v2_004977	gene-LOC108632572	gene-LOC117227791	gene-LOC106793396	gene-LOC107070817	Lflavo2a008370
OG0001487	Caust.v2_006565	gene-LOC108631032	gene-LOC117219332	gene-LOC106787101	gene-LOC107064995	Lflavo2a005159
OG0001488	Caust.v2_004317	gene-LOC108627032	gene-LOC117219261	gene-LOC106784761	gene-LOC107066877	Lflavo2a005166
OG0001489	Caust.v2_002107	gene-LOC108625361	gene-LOC117218133	gene-LOC106783860	gene-LOC107070743	Lflavo2a002007
OG0001490	Caust.v2_021205	gene-LOC108624927	gene-LOC117221049	gene-LOC106786882	gene-LOC107063662	Lflavo2a002421
OG0001494	Caust.v2_009532	gene-LOC108627346	gene-LOC117223195	gene-LOC106793010	gene-LOC107074405	Lflavo2a007480
OG0001495	Caust.v2_017800	gene-LOC108626538	gene-LOC117222638	gene-LOC106783947	gene-LOC107066261	Lflavo2a002425
OG0001496	Caust.v2_009532	gene-LOC108623056	gene-LOC117229513	gene-LOC106790206	gene-LOC107070290	Lflavo2a010019
OG0001497	Caust.v2_005777	gene-LOC108628130	gene-LOC117219304	gene-LOC106785871	gene-LOC107074616	Lflavo2a004855
OG0001498	Caust.v2_006293	gene-LOC108628516	gene-LOC117223591	gene-LOC106792204	gene-LOC107067073	Lflavo2a001028
OG0001500	Caust.v2_014642	gene-LOC108628467	gene-LOC117228604	gene-LOC106786568	gene-LOC107064472	Lflavo2a012167
OG0001502	Caust.v2_021403	gene-LOC108629690	gene-LOC117221593	gene-LOC106789568	gene-LOC107073414	Lflavo2a000455
OG0001503	Caust.v2_017085	gene-LOC108623168	gene-LOC117228362	gene-LOC106791253	gene-LOC107069776	Lflavo2a007068
OG0001504	Caust.v2_007963	gene-LOC108631465	gene-LOC117219004	gene-LOC106785309	gene-LOC107069076	Lflavo2a011927
OG0001505	Caust.v2_022667	gene-LOC108630351	gene-LOC117218632	gene-LOC106785004	gene-LOC107073824	Lflavo2a000368
OG0001506	Caust.v2_009532	gene-LOC108626838	gene-LOC117227551	gene-LOC106789446	gene-LOC107073943	Lflavo2a001533
OG0001507	Caust.v2_013745	gene-LOC108632184	gene-LOC117218621	gene-LOC106791254	gene-LOC107066095	Lflavo2a005239
OG0001508	Caust.v2_002059	gene-LOC108625383	gene-LOC117227665	gene-LOC106785208	gene-LOC107065266	Lflavo2a013433
OG0001509	Caust.v2_011227	gene-LOC108632264	gene-LOC117226969	gene-LOC106788462	gene-LOC107065531	Lflavo2a002959
OG0001510	Caust.v2_008795	gene-LOC108628478	gene-LOC117222136	gene-LOC106793184	gene-LOC107067668	Lflavo2a010947
OG0001511	Caust.v2_008190	gene-LOC108625751	gene-LOC117225533	gene-LOC106784115	gene-LOC107066762	Lflavo2a012057
OG0001513	Caust.v2_008463	gene-LOC108623881	gene-LOC117225055	gene-LOC106787328	gene-LOC107066743	Lflavo2a003791
