Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Drosophila_melanogaster	Megalopta_genalis-longest-isoforms
OG0000044	XP_026300830.1, XP_026300831.1, XP_026300832.1, XP_026300833.1, XP_026300837.1, XP_026300838.1, XP_026300840.1, XP_026300843.1, XP_026300844.1, XP_026300845.1, XP_026300846.1	Caust.v2_003169	XP_017884547.1, XP_017884548.1, XP_017884549.1, XP_017884550.1, XP_017884551.1, XP_017884552.1, XP_017884553.1, XP_026671823.1, XP_026671826.1, XP_026671827.1	FBgn0000464	XP_033336424.1, XP_033336432.1, XP_033336433.1
OG0000045				FBgn0029170, FBgn0033658, FBgn0037224, FBgn0037225, FBgn0037227, FBgn0038487, FBgn0039434, FBgn0039435, FBgn0039436, FBgn0039437, FBgn0039438, FBgn0039439, FBgn0039440, FBgn0039441, FBgn0039443, FBgn0039444, FBgn0039448, FBgn0039469, FBgn0051080, FBgn0051081, FBgn0052569, FBgn0052570, FBgn0052571, FBgn0052574, FBgn0085334, FBgn0243586	
OG0000046	XP_006565171.1, XP_006571496.1, XP_026301855.1, XP_026301856.1	Caust.v2_012410, Caust.v2_018369, Caust.v2_021217, Caust.v2_021610	XP_017892961.2	FBgn0004619, FBgn0004620, FBgn0020429, FBgn0026255, FBgn0028422, FBgn0038837, FBgn0038840, FBgn0046113, FBgn0051201, FBgn0264000	XP_033335408.1, XP_033335417.1, XP_033335426.1, XP_033335445.1, XP_033338330.1, XP_033340073.1
OG0000047	XP_006565650.1, XP_006565654.1, XP_006565656.1, XP_006565657.1, XP_006565659.1, XP_006565661.1, XP_006565662.1, XP_016771476.1	Caust.v2_009746, Caust.v2_020361	XP_017884799.1, XP_017884800.1, XP_017884801.1, XP_017884802.1, XP_017884803.1, XP_017884804.1, XP_017884806.1, XP_017884808.1, XP_017884809.1, XP_026671736.1, XP_026671740.1, XP_026671741.1	FBgn0025936	XP_033335624.1, XP_033335625.1
OG0000048	XP_016771362.2, XP_026300643.1, XP_026300644.1	Caust.v2_014428, Caust.v2_014520, Caust.v2_014521, Caust.v2_020492, Caust.v2_021053	XP_017883408.2		XP_033331526.1, XP_033331527.1, XP_033331536.1, XP_033331540.1, XP_033331542.1, XP_033331543.1, XP_033331544.1, XP_033332227.1, XP_033332228.1, XP_033332229.1, XP_033332230.1, XP_033332231.1, XP_033332232.1, XP_033332233.1, XP_033332235.1, XP_033332254.1
OG0000049	XP_026295331.1, XP_026295333.1, XP_026295334.1, XP_026295335.1, XP_026295339.1, XP_026295342.1, XP_026295344.1, XP_026295345.1, XP_026295356.1, XP_026295357.1, XP_026295358.1, XP_026295359.1, XP_026295360.1, XP_026295361.1, XP_026295367.1, XP_026295369.1, XP_026295371.1, XP_026295372.1	Caust.v2_005179	XP_017883869.1, XP_026671236.1	FBgn0085386	XP_033330470.1, XP_033330471.1, XP_033330472.1
OG0000050	XP_026296240.1, XP_026296244.1, XP_026296246.1, XP_026296249.1, XP_026296250.1, XP_026296252.1, XP_026296253.1, XP_026296256.1, XP_026296257.1	Caust.v2_013007	XP_026668704.1, XP_026668707.1, XP_026668708.1, XP_026668709.1, XP_026668711.1, XP_026668712.1, XP_026668713.1, XP_026668714.1, XP_026668715.1, XP_026668716.1, XP_026668717.1, XP_026668718.1, XP_026668719.1	FBgn0010473	XP_033338063.1
OG0000051	XP_001120613.2, XP_026301049.1	Caust.v2_000174, Caust.v2_002206, Caust.v2_015672, Caust.v2_015673, Caust.v2_015674, Caust.v2_016206, Caust.v2_016207, Caust.v2_022008	XP_017889793.1, XP_026667905.1	FBgn0026268, FBgn0030073, FBgn0030332, FBgn0031775, FBgn0036380, FBgn0038878, FBgn0038946, FBgn0069973, FBgn0263830	XP_033329817.1, XP_033339401.1, XP_033341678.1
OG0000052	XP_006568670.1, XP_016769280.1, XP_026301908.1, XP_026301909.1, XP_026301910.1	Caust.v2_002958	XP_026671516.1, XP_026671523.1, XP_026671527.1, XP_026671529.1, XP_026671536.1, XP_026671541.1, XP_026671546.1, XP_026671560.1, XP_026671565.1, XP_026671576.1	FBgn0259166	XP_033332041.1, XP_033332052.1, XP_033332061.1, XP_033332069.1, XP_033332077.1, XP_033332085.1, XP_033332094.1
OG0000053	XP_026297303.1, XP_026297306.1, XP_026297309.1, XP_026297311.1, XP_026297317.1, XP_026297321.1	Caust.v2_020872	XP_017878440.1, XP_017878442.1, XP_017878443.1, XP_017878449.1, XP_017878450.1, XP_026668552.1, XP_026668556.1, XP_026668557.1, XP_026668558.1, XP_026668559.1, XP_026668560.1	FBgn0266098	XP_033323742.1, XP_033323743.1, XP_033323744.1, XP_033323745.1, XP_033323748.1
OG0000054	XP_026297592.1, XP_026297599.1, XP_026297602.1, XP_026297606.1, XP_026297607.1, XP_026297608.1, XP_026297609.1, XP_026297612.1, XP_026297614.1, XP_026297615.1, XP_026297618.1, XP_026297620.1	Caust.v2_015938	XP_026666601.1	FBgn0086906	XP_033332409.1, XP_033332414.1, XP_033332419.1, XP_033332428.1, XP_033332437.1, XP_033332446.1, XP_033332450.1, XP_033332458.1, XP_033332466.1
OG0000055	XP_026298172.1, XP_026298174.1, XP_026298175.1, XP_026298176.1, XP_026298177.1, XP_026298179.1, XP_026298182.1, XP_026298183.1, XP_026298184.1, XP_026298186.1, XP_026298188.1, XP_026298189.1, XP_026298190.1, XP_026298193.1, XP_026298195.1, XP_026298196.1, XP_026298197.1, XP_026298198.1, XP_026298204.1	Caust.v2_021023	XP_026667400.1, XP_026667403.1	FBgn0284408	XP_033327481.1
OG0000056	XP_026300149.1, XP_026300151.1, XP_026300153.1, XP_026300154.1, XP_026300159.1, XP_026300160.1	Caust.v2_013107, Caust.v2_013110	XP_026675019.1, XP_026675021.1, XP_026675022.1, XP_026675023.1, XP_026675024.1, XP_026675027.1, XP_026675029.1, XP_026675030.1, XP_026675031.1, XP_026675032.1, XP_026675033.1, XP_026675034.1	FBgn0259244	XP_033338158.1, XP_033338171.1, XP_033338172.1
OG0000057	XP_026301373.1, XP_026301374.1, XP_026301379.1, XP_026301384.1, XP_026301385.1, XP_026301386.1, XP_026301389.1, XP_026301390.1, XP_026301391.1, XP_026301392.1, XP_026301393.1, XP_026301395.1, XP_026301396.1, XP_026301397.1		XP_017889633.1, XP_017889638.1, XP_017889639.1, XP_017889640.1, XP_026674018.1, XP_026674020.1, XP_026674022.1	FBgn0250819	XP_033341571.1, XP_033341578.1
OG0000058		Caust.v2_017404		FBgn0030005, FBgn0031144, FBgn0036193, FBgn0037317, FBgn0037617, FBgn0037618, FBgn0037619, FBgn0037620, FBgn0037621, FBgn0037876, FBgn0037877, FBgn0037923, FBgn0038547, FBgn0038548, FBgn0038549, FBgn0038550, FBgn0038551, FBgn0039860, FBgn0039946, FBgn0040366, FBgn0042205, FBgn0051388, FBgn0051441	
OG0000059				FBgn0031181, FBgn0033648, FBgn0033651, FBgn0034023, FBgn0034272, FBgn0034456, FBgn0034457, FBgn0034458, FBgn0035019, FBgn0036083, FBgn0039079, FBgn0039080, FBgn0050081, FBgn0050125, FBgn0050464, FBgn0050468, FBgn0050469, FBgn0051225, FBgn0052058, FBgn0053971, FBgn0259185, FBgn0259187, FBgn0259193, FBgn0259194	
OG0000060	XP_006559546.1, XP_006559547.1, XP_006559548.1, XP_006559549.1, XP_006559550.1, XP_006559551.1, XP_006559552.1, XP_006559553.1, XP_006559563.1, XP_006559565.1, XP_016768824.1, XP_026298337.1	Caust.v2_015414	XP_017893085.1, XP_017893095.1, XP_017893105.1, XP_017893128.1, XP_017893136.1, XP_017893146.1, XP_026666486.1	FBgn0039883	XP_033327423.1, XP_033327434.1
OG0000061	XP_006566949.1, XP_006566955.2, XP_006566959.1	Caust.v2_016890, Caust.v2_017430, Caust.v2_021948, Caust.v2_022316	XP_026667110.1	FBgn0016123, FBgn0030661, FBgn0032779, FBgn0033423, FBgn0034710, FBgn0034712, FBgn0035619, FBgn0035620, FBgn0037786, FBgn0038845, FBgn0043791, FBgn0283479, FBgn0283480	XP_033325089.1, XP_033336693.1
OG0000062	XP_016768162.1, XP_393750.5		XP_017883367.1, XP_017883368.1, XP_017887469.1, XP_026670978.1, XP_026670979.1, XP_026673004.1, XP_026673005.1	FBgn0010549, FBgn0032026, FBgn0032908, FBgn0034612, FBgn0038740, FBgn0039207, FBgn0039644, FBgn0039645, FBgn0051792, FBgn0051793, FBgn0263316	XP_033333867.1, XP_033334914.1, XP_033334915.1
OG0000063	XP_026298889.1, XP_026298890.1, XP_026298891.1, XP_026298892.1, XP_026298894.1, XP_026298896.1, XP_026298902.1, XP_026298903.1	Caust.v2_006472, Caust.v2_006473, Caust.v2_020392	XP_017876610.1, XP_017876611.1, XP_017876613.1, XP_017876614.1, XP_017876616.1, XP_017876619.1, XP_017876622.1, XP_026667681.1	FBgn0010909	XP_033340915.1, XP_033340928.1, XP_033340929.1
OG0000064	XP_026300196.1, XP_026300199.1, XP_026300200.1, XP_026300201.1, XP_026300207.1, XP_026300211.1	Caust.v2_003883, Caust.v2_020836	XP_017888399.1, XP_017888401.1, XP_017888404.1, XP_017888405.1, XP_017888408.1, XP_017888409.1, XP_017888413.1, XP_017888415.2, XP_026673479.1, XP_026673480.1, XP_026673481.1, XP_026673483.1, XP_026673484.1, XP_026673485.1	FBgn0001624	
OG0000065		Caust.v2_014743, Caust.v2_014745, Caust.v2_017146, Caust.v2_021601, Caust.v2_022357	XP_026673554.1	FBgn0023525, FBgn0029608, FBgn0029863, FBgn0033434, FBgn0033437, FBgn0037323, FBgn0039106, FBgn0039107, FBgn0039864, FBgn0050339, FBgn0051636, FBgn0053514, FBgn0053965, FBgn0053966	XP_033322712.1, XP_033322713.1, XP_033341615.1
OG0000066				FBgn0015010, FBgn0020508, FBgn0030562, FBgn0032853, FBgn0034623, FBgn0034624, FBgn0035042, FBgn0036070, FBgn0036072, FBgn0037879, FBgn0037888, FBgn0037889, FBgn0050486, FBgn0050488, FBgn0051296, FBgn0052679, FBgn0054002, FBgn0250842, FBgn0260766, FBgn0261848, FBgn0264297, FBgn0264298, FBgn0264299	
OG0000067	NP_001073564.1, XP_006559132.2, XP_006559133.2, XP_006559134.1, XP_026300655.1, XP_026300656.1, XP_026300658.1	Caust.v2_007002, Caust.v2_016776	XP_017876935.1, XP_017876936.1, XP_017892842.1, XP_017892843.1, XP_017892845.1, XP_026675648.1	FBgn0028875, FBgn0032151, FBgn0086778	XP_033323942.1, XP_033323943.1, XP_033323944.1, XP_033334149.1
OG0000068	XP_006563810.1, XP_026295050.1, XP_026295051.1, XP_026295052.1, XP_026295053.1, XP_026295057.1, XP_026295058.1, XP_026295061.1, XP_026295063.1, XP_026295065.1, XP_026295066.1	Caust.v2_012510	XP_017892785.1, XP_026675614.1, XP_026675615.1, XP_026675617.1, XP_026675618.1, XP_026675619.1, XP_026675620.1, XP_026675621.1, XP_026675622.1	FBgn0260943	
OG0000069	XP_006564222.1, XP_026296814.1, XP_026296817.1, XP_394389.3, XP_396915.4	Caust.v2_001963, Caust.v2_004501, Caust.v2_009953	XP_017891315.1, XP_017891317.1, XP_017891320.1, XP_026667920.1, XP_026674913.1	FBgn0002921, FBgn0266432, FBgn0267363	XP_033331808.1, XP_033337240.1, XP_033337241.1, XP_033337242.1, XP_033337247.1, XP_033341724.1
OG0000070	XP_006564520.1, XP_016769827.2, XP_016769829.2, XP_016769834.2, XP_016769835.2	Caust.v2_006155, Caust.v2_019990	XP_026667621.1, XP_026667623.1, XP_026667629.1, XP_026667630.1, XP_026667631.1, XP_026667632.1, XP_026667634.1, XP_026667635.1, XP_026667636.1, XP_026667638.1	FBgn0053547	XP_033325367.1, XP_033325369.1, XP_033325370.1, XP_033325371.1
OG0000071	XP_006567931.2, XP_026296719.1	Caust.v2_003283, Caust.v2_005048	XP_017891580.1, XP_017891581.1, XP_017891582.1, XP_017891583.1	FBgn0027552, FBgn0033101, FBgn0035476, FBgn0036183, FBgn0036290, FBgn0037537, FBgn0058064, FBgn0086254	XP_033324927.1, XP_033328188.1, XP_033330624.1, XP_033337108.1, XP_033337109.1, XP_033337110.1
OG0000072	XP_016769114.2, XP_026298286.1, XP_026298287.1, XP_026298288.1, XP_026298289.1, XP_026298290.1, XP_026298291.1, XP_026298292.1	Caust.v2_004022, Caust.v2_021927	XP_026675353.1, XP_026675354.1, XP_026675355.1, XP_026675356.1, XP_026675357.1, XP_026675358.1, XP_026675359.1, XP_026675360.1	FBgn0015589, FBgn0026598	XP_033332874.1, XP_033332875.1
OG0000073	XP_016769367.1	Caust.v2_004818, Caust.v2_004819, Caust.v2_007509, Caust.v2_007511, Caust.v2_007512, Caust.v2_007514	XP_026672955.1	FBgn0264817, FBgn0283521	XP_033333345.1, XP_033333347.1, XP_033333348.1, XP_033333351.1, XP_033333355.1, XP_033333356.1, XP_033333398.1, XP_033333402.1, XP_033333403.1, XP_033333661.1, XP_033333667.1, XP_033333671.1
OG0000074	XP_016771452.1, XP_026300448.1, XP_026300449.1, XP_026300452.1, XP_026300454.1, XP_026300455.1	Caust.v2_006346	XP_017880901.1, XP_017880902.1, XP_017880904.1, XP_026669644.1, XP_026669645.1	FBgn0035227	XP_033333589.1, XP_033333597.1, XP_033333617.1, XP_033333626.1, XP_033333641.1, XP_033333648.1, XP_033333657.1, XP_033333665.1, XP_033333673.1
OG0000075	XP_026295271.1, XP_026295273.1, XP_026295275.1, XP_026295278.1, XP_026295280.1, XP_026295281.1, XP_026295282.1	Caust.v2_011037	XP_017887103.1, XP_026672793.1, XP_026672794.1, XP_026672795.1, XP_026672797.1, XP_026672798.1, XP_026672799.1, XP_026672800.1, XP_026672805.1, XP_026672806.1, XP_026672807.1, XP_026672808.1	FBgn0264562	XP_033321624.1
OG0000076		Caust.v2_013219	XP_017882575.1	FBgn0016032, FBgn0029506, FBgn0029507, FBgn0029508, FBgn0033124, FBgn0033127, FBgn0033128, FBgn0033129, FBgn0033130, FBgn0033132, FBgn0033133, FBgn0033134, FBgn0033135, FBgn0033136, FBgn0033137, FBgn0033138, FBgn0033139, FBgn0035786, FBgn0042086, FBgn0050160	
OG0000077	NP_001139208.1, NP_001139209.1, NP_001139211.1, XP_006561618.1, XP_006561619.1, XP_006561626.1, XP_006561627.1, XP_006561628.1, XP_016769337.1	Caust.v2_001148, Caust.v2_022612	XP_017888598.2, XP_026669179.1	FBgn0083963, FBgn0083975	XP_033321152.1, XP_033321216.1, XP_033333369.1, XP_033333370.1, XP_033333372.1, XP_033333373.1
OG0000078	NP_001257757.1	Caust.v2_006991, Caust.v2_006992	XP_017892831.1, XP_017892832.1	FBgn0000551, FBgn0025578, FBgn0030394, FBgn0033603, FBgn0033728, FBgn0035686, FBgn0037068, FBgn0037069, FBgn0042119, FBgn0050042, FBgn0050045, FBgn0050163, FBgn0086519	XP_033339407.1, XP_033339433.1, XP_033339434.1
OG0000079	XP_006558871.1, XP_006558873.1, XP_006558874.1, XP_006558876.1, XP_006558877.1, XP_006558878.1	Caust.v2_003610	XP_017883661.1, XP_017883744.1, XP_017883917.1, XP_017883985.1, XP_017884064.1, XP_017884142.1, XP_017884229.1, XP_026672002.1, XP_026672045.1	FBgn0263395	XP_033332770.1, XP_033332775.1, XP_033332776.1, XP_033332778.1
OG0000080	XP_006559350.2, XP_006559351.2, XP_006559352.2, XP_006559353.2, XP_006559354.2, XP_006559363.2	Caust.v2_008050, Caust.v2_008062	XP_017885097.1, XP_017885118.1	FBgn0000591, FBgn0002609, FBgn0002631, FBgn0002633, FBgn0002733, FBgn0002734, FBgn0002735, FBgn0030899	XP_033323875.1, XP_033323989.1, XP_033323991.1
OG0000081	XP_006561392.2, XP_006561393.2, XP_006561394.2, XP_006561395.2, XP_006561396.2, XP_006561397.2, XP_006561398.1, XP_006561400.1, XP_006561401.1, XP_016772537.1, XP_016772538.1	Caust.v2_003921, Caust.v2_003922	XP_017888421.1, XP_026673509.1, XP_026673510.1, XP_026673511.1, XP_026673514.1	FBgn0259163	XP_033329760.1, XP_033329763.1
OG0000082	XP_006566331.1, XP_006566334.1, XP_006566346.1, XP_016770586.1, XP_026299792.1, XP_026299793.1		XP_017892615.1, XP_017892618.1, XP_017892620.1, XP_017892621.1, XP_026675517.1, XP_026675520.1, XP_026675521.1, XP_026675522.1, XP_026675523.1, XP_026675524.1, XP_026675525.1, XP_026675526.1	FBgn0267002	XP_033334982.1, XP_033335000.1
OG0000083	XP_006569791.3, XP_026298142.1, XP_026298143.1	Caust.v2_006541, Caust.v2_009893, Caust.v2_018501	XP_017892307.1, XP_017892308.1, XP_017893308.1, XP_026666824.1, XP_026672447.1, XP_026673906.1	FBgn0033951	XP_033325792.1, XP_033330914.1, XP_033332068.1, XP_033332603.1, XP_033335269.1, XP_033335270.1, XP_033339069.1, XP_033339071.1
OG0000084	XP_006570613.1, XP_016768284.1, XP_026299474.1	Caust.v2_003148, Caust.v2_003149, Caust.v2_012815, Caust.v2_012816, Caust.v2_017102, Caust.v2_017103, Caust.v2_019944	XP_017891089.1, XP_017891092.1, XP_026667495.1, XP_026674826.1, XP_026674827.1, XP_026674828.1, XP_026674829.1, XP_026674830.1	FBgn0266757	XP_033320772.1, XP_033334688.1
OG0000085	XP_006572395.2, XP_026296878.1, XP_026296880.1	Caust.v2_004477	XP_017891341.1, XP_017891342.1, XP_026674897.1, XP_026674898.1, XP_026674899.1, XP_026674900.1, XP_026674901.1, XP_026674902.1, XP_026674903.1, XP_026674904.1	FBgn0262614	XP_033332728.1, XP_033332729.1, XP_033332730.1, XP_033332732.1, XP_033332733.1, XP_033332734.1
OG0000086	XP_016767429.2, XP_016767433.2, XP_026296137.1, XP_026296139.1	Caust.v2_013807	XP_017881765.1, XP_026670139.1, XP_026670167.1, XP_026670168.1, XP_026670169.1	FBgn0039916, FBgn0039927	XP_033335435.1, XP_033335454.1, XP_033335714.1, XP_033335722.1, XP_033335732.1, XP_033335741.1, XP_033335749.1, XP_033335766.1, XP_033335771.1
OG0000087	XP_026295960.1, XP_026301195.1, XP_026301772.1, XP_026301780.1, XP_026301781.1, XP_026301783.1	Caust.v2_007116, Caust.v2_007119, Caust.v2_010853, Caust.v2_014273, Caust.v2_015988, Caust.v2_021492	XP_017878090.2, XP_017878767.1	FBgn0035645, FBgn0035647, FBgn0259164	XP_033326800.1, XP_033336293.1, XP_033336301.1, XP_033336317.1
OG0000088	XP_026299252.1, XP_026299253.1, XP_026299254.1, XP_026299256.1, XP_026299257.1, XP_026299258.1		XP_017881986.1, XP_017881987.1, XP_017881993.1, XP_017881994.1, XP_026670375.1, XP_026670376.1, XP_026670377.1, XP_026670379.1, XP_026670380.1, XP_026670381.1	FBgn0085413	XP_033330532.1, XP_033330533.1, XP_033330534.1, XP_033330537.1
OG0000089		Caust.v2_011058, Caust.v2_011840, Caust.v2_020963	XP_017877749.1, XP_017877751.1, XP_017877754.1, XP_017877756.1, XP_017877765.2, XP_017877769.2, XP_017877772.1, XP_017877780.1, XP_026668253.1, XP_026668255.1, XP_026668263.1, XP_026668265.1, XP_026668268.1	FBgn0013733	XP_033326986.1, XP_033327010.1, XP_033327013.1, XP_033327014.1
OG0000090				FBgn0002930, FBgn0015586, FBgn0024293, FBgn0024294, FBgn0028983, FBgn0028986, FBgn0028987, FBgn0028988, FBgn0032178, FBgn0033112, FBgn0033113, FBgn0033115, FBgn0033574, FBgn0034195, FBgn0039795, FBgn0044011, FBgn0051902, FBgn0052203, FBgn0053121, FBgn0083141, FBgn0265137	
OG0000091				FBgn0036793, FBgn0036795, FBgn0036796, FBgn0039616, FBgn0039780, FBgn0039782, FBgn0039783, FBgn0039784, FBgn0040528, FBgn0042182, FBgn0051013, FBgn0051015, FBgn0051016, FBgn0051017, FBgn0051021, FBgn0051524, FBgn0052199, FBgn0052201, FBgn0054041, FBgn0085374, FBgn0265268	
OG0000092	NP_001073029.1, XP_016767550.1, XP_026296329.1, XP_026298411.1	Caust.v2_004219, Caust.v2_008534, Caust.v2_008536	XP_017880152.1, XP_017885311.1, XP_017889429.1, XP_026669323.1, XP_026669324.1, XP_026674001.1, XP_026674002.1, XP_026674003.1	FBgn0000036, FBgn0015519, FBgn0266347	XP_033334806.1, XP_033338174.1
OG0000093	NP_001172074.1, XP_003251464.1, XP_625015.1	Caust.v2_003535, Caust.v2_011256, Caust.v2_018581	XP_017880121.1, XP_017880123.1, XP_026675486.1	FBgn0000042, FBgn0000043, FBgn0000044, FBgn0000045, FBgn0000046, FBgn0000047	XP_033322535.1, XP_033322537.1, XP_033322540.1, XP_033333606.1, XP_033338815.1
OG0000094	XP_001122092.2, XP_006571352.1, XP_006571353.1, XP_016769793.1	Caust.v2_021409	XP_017875524.1, XP_017875533.1, XP_017875541.1, XP_017875550.1, XP_017875560.1, XP_017875564.1, XP_026667325.1, XP_026667328.1, XP_026667331.1, XP_026667333.1	FBgn0051352, FBgn0260463	XP_033328931.1, XP_033328943.1, XP_033328944.1
OG0000095	XP_006557530.1, XP_006557531.1, XP_006563017.1, XP_026300863.1, XP_026300864.1	Caust.v2_001038, Caust.v2_006891, Caust.v2_017185, Caust.v2_019640	XP_017892171.1, XP_026673072.1, XP_026673073.1	FBgn0013953, FBgn0036240, FBgn0039736, FBgn0039787, FBgn0039789	XP_033334589.1, XP_033336483.1, XP_033336485.1
OG0000096	XP_006557820.2, XP_016772551.2, XP_016772553.2, XP_016772554.2, XP_016772555.2, XP_016772557.2, XP_016772559.2, XP_026301655.1, XP_026301658.1	Caust.v2_007026	XP_017889986.1, XP_017889989.1, XP_017889990.1, XP_017889991.1, XP_017889993.1, XP_017889994.1, XP_026674263.1, XP_026674264.1	FBgn0031374	XP_033338906.1
OG0000097	XP_006559629.1, XP_006559632.1, XP_006559633.1, XP_016768869.1, XP_016768870.1, XP_016768872.1, XP_016768873.1, XP_026298002.1, XP_026298009.1	Caust.v2_000084, Caust.v2_009654, Caust.v2_009657	XP_017888735.1	FBgn0003209, FBgn0032314, FBgn0036816, FBgn0064119, FBgn0260466	XP_033327585.1, XP_033337546.1
OG0000098	XP_006564397.1, XP_006564404.1, XP_016770397.1, XP_016770398.1, XP_026299789.1, XP_026299790.1	Caust.v2_000760, Caust.v2_000783	XP_026669836.1, XP_026669839.1, XP_026669840.1, XP_026669841.1, XP_026669843.1, XP_026669844.1	FBgn0260660	XP_033334444.1, XP_033334445.1, XP_033334446.1, XP_033334447.1, XP_033334448.1
OG0000099	XP_006567950.1, XP_006567952.1, XP_006567955.1, XP_006567956.1, XP_006567957.1, XP_026296636.1	Caust.v2_004985, Caust.v2_021637	XP_026670858.1, XP_026670861.1, XP_026670863.1, XP_026670864.1, XP_026670865.1, XP_026670866.1	FBgn0011710, FBgn0013726	XP_033324081.1, XP_033324082.1, XP_033324083.1, XP_033324085.1
OG0000100	XP_006570211.1, XP_006570212.1, XP_006570214.1, XP_006570215.1, XP_006570216.1, XP_006570218.1, XP_016766877.1, XP_026295163.1, XP_624065.2	Caust.v2_001395	XP_026673581.1, XP_026673582.1, XP_026673588.1	FBgn0283657	XP_033331235.1, XP_033331307.1, XP_033331454.1, XP_033331532.1, XP_033331685.1, XP_033331992.1
OG0000101	XP_006571228.1, XP_006571231.1, XP_006571233.1, XP_006571240.1, XP_006571242.1, XP_026302125.1	Caust.v2_011680	XP_017877009.1, XP_017877012.1, XP_017877015.1, XP_017877017.1, XP_017877018.1, XP_017877019.1, XP_017877020.1, XP_017877021.1, XP_026667891.1, XP_026667892.1	FBgn0086675	XP_033341345.1, XP_033341362.1
OG0000102	XP_016769591.1, XP_026301441.1, XP_026301446.1, XP_026301452.1, XP_026301455.1, XP_026301460.1, XP_026301465.1, XP_026301471.1, XP_026301476.1, XP_026301477.1, XP_026301490.1	Caust.v2_009197	XP_017890774.1, XP_017890785.1, XP_017890789.1, XP_017890794.1, XP_026674654.1	FBgn0033636	XP_033328998.1, XP_033329013.1
OG0000103	XP_016771164.1, XP_026300314.1, XP_026300315.1, XP_026300321.1, XP_026300322.1, XP_026300324.1, XP_026300325.1, XP_026300334.1, XP_026300335.1, XP_026300336.1, XP_026300337.1, XP_026300340.1	Caust.v2_001589	XP_017890327.1, XP_017890331.1, XP_017890332.1, XP_017890335.1	FBgn0262477	XP_033323442.1, XP_033323443.1
OG0000104	XP_016773306.1, XP_016773307.1, XP_026297364.1		XP_026675447.1, XP_026675448.1, XP_026675449.1, XP_026675451.1, XP_026675454.1, XP_026675455.1, XP_026675456.1, XP_026675457.1, XP_026675458.1, XP_026675460.1, XP_026675461.1, XP_026675464.1, XP_026675465.1, XP_026675466.1, XP_026675467.1	FBgn0265784	XP_033340510.1
OG0000105	XP_026301584.1, XP_026301585.1, XP_026301586.1, XP_026301587.1, XP_026301588.1, XP_026301589.1, XP_026301591.1, XP_026301594.1, XP_026301595.1, XP_026301602.1, XP_026301605.1, XP_026301607.1, XP_026301608.1, XP_026301609.1, XP_026301611.1, XP_026301612.1, XP_026301613.1, XP_026301615.1		XP_017888396.1		XP_033324545.1
