Geneid	gene_name	SRR1519115_1_cleanedAligned.sortedByCoord.out.bam	SRR1519113_1_cleanedAligned.sortedByCoord.out.bam	SRR1519114_1_cleanedAligned.sortedByCoord.out.bam	SRR1519108_1_cleanedAligned.sortedByCoord.out.bam	SRR1519111_1_cleanedAligned.sortedByCoord.out.bam	SRR1519116_1_cleanedAligned.sortedByCoord.out.bam	SRR1519109_1_cleanedAligned.sortedByCoord.out.bam	SRR1519110_1_cleanedAligned.sortedByCoord.out.bam	SRR1519117_1_cleanedAligned.sortedByCoord.out.bam	SRR1519112_1_cleanedAligned.sortedByCoord.out.bam
gene-LOC106785391	LOC106785391	0	1	0	0	1	0	1	0	2	1
gene-LOC106785381	LOC106785381	2	2	3	1	2	0	1	2	0	0
gene-LOC106785624	LOC106785624	0	0	0	2	2	0	0	0	0	1
gene-LOC106785376	LOC106785376	1	0	0	0	0	0	1	0	0	0
gene-LOC106785359	LOC106785359	0	0	0	0	0	0	0	0	0	0
gene-LOC106784855	LOC106784855	0	1	1	0	0	0	2	0	3	3
gene-LOC106785135	LOC106785135	1	1	2	2	1	0	4	1	0	0
gene-LOC106785147	LOC106785147	50	58	69	51	4	10	10	6	17	12
gene-LOC106785121	LOC106785121	0	0	4	0	0	1	1	2	0	0
gene-LOC106785157	LOC106785157	0	0	0	0	0	0	0	0	0	0
gene-LOC106785091	LOC106785091	32	34	50	29	0	3	5	0	0	4
gene-LOC106784890	LOC106784890	0	3	1	0	0	2	0	2	2	1
gene-LOC106784897	LOC106784897	0	0	0	0	4	0	4	4	2	0
gene-LOC106784976	LOC106784976	1	5	1	5	0	2	4	1	3	0
gene-LOC106784946	LOC106784946	19	13	15	16	6	2	7	10	1	8
gene-LOC106784707	LOC106784707	0	1	0	1	0	0	2	0	0	0
gene-LOC106785487	LOC106785487	3	0	0	0	1	0	0	0	1	0
gene-LOC106785454	LOC106785454	0	0	0	0	0	0	0	0	2	0
gene-LOC106785447	LOC106785447	0	0	0	0	1	0	0	2	0	0
gene-LOC106785529	LOC106785529	0	0	2	1	6	4	1	0	6	2
gene-LOC106785193	LOC106785193	3	0	0	0	6	5	3	6	7	11
gene-LOC106785349	LOC106785349	18	12	16	12	28	10	20	5	34	31
gene-LOC106785246	LOC106785246	2	0	0	4	4	1	5	2	5	1
gene-LOC106785260	LOC106785260	2	1	5	8	11	9	6	12	28	11
gene-LOC106785692	LOC106785692	0	0	0	0	1	0	0	3	0	0
gene-LOC106785270	LOC106785270	0	3	0	0	1	0	0	0	3	2
gene-LOC106784764	LOC106784764	6	4	8	6	8	1	23	2	11	5
gene-LOC106784838	LOC106784838	0	0	1	0	2	4	4	0	10	6
gene-LOC106784834	LOC106784834	0	0	0	0	0	0	1	2	0	0
gene-LOC106784849	LOC106784849	0	0	0	0	0	0	0	0	0	0
gene-LOC106785069	LOC106785069	21	20	21	15	1	0	0	0	1	0
gene-LOC106785039	LOC106785039	0	1	2	0	5	2	6	3	5	5
gene-LOC106785036	LOC106785036	5	10	10	6	17	20	10	14	15	6
gene-LOC106785060	LOC106785060	2	4	6	2	0	0	0	1	0	2
gene-LOC106785075	LOC106785075	0	0	0	0	0	0	0	0	0	1
gene-LOC106785085	LOC106785085	103	123	148	105	180	210	215	202	193	203
gene-LOC106785186	LOC106785186	4	1	4	0	2	6	4	5	7	8
gene-LOC106785164	LOC106785164	32	40	36	47	12	4	6	8	10	11
gene-LOC106785169	LOC106785169	3	0	0	2	1	1	2	0	0	0
gene-LOC106785698	LOC106785698	0	0	0	0	0	0	0	0	0	0
gene-LOC106784870	LOC106784870	0	2	2	0	4	1	6	1	1	4
gene-LOC106784864	LOC106784864	0	4	0	0	0	0	3	2	4	1
gene-LOC106785605	LOC106785605	0	0	6	3	2	3	2	2	9	0
gene-LOC106785610	LOC106785610	3	3	4	3	3	3	2	5	5	5
gene-LOC106785790	LOC106785790	1	0	0	0	0	0	2	1	0	0
gene-LOC106786811	LOC106786811	24	56	63	52	62	24	54	48	72	40
gene-LOC106786804	LOC106786804	37	71	42	40	42	14	31	24	55	35
gene-LOC106785781	LOC106785781	9	2	0	0	1	0	0	0	2	0
gene-LOC106787001	LOC106787001	3	4	3	3	11	10	8	15	16	10
gene-LOC106787007	LOC106787007	3	1	3	1	4	0	1	1	6	1
gene-LOC106785970	LOC106785970	12	5	22	9	0	4	6	1	7	1
gene-LOC106785979	LOC106785979	0	0	5	0	1	0	3	0	1	0
gene-LOC106785988	LOC106785988	24	46	61	53	3	4	1	2	1	3
gene-LOC106785930	LOC106785930	54	58	71	83	123	92	144	109	160	109
gene-LOC106786953	LOC106786953	1	0	0	0	0	1	0	0	2	0
gene-LOC106785714	LOC106785714	0	0	0	0	0	0	0	0	0	0
gene-LOC106786861	LOC106786861	1	4	1	2	3	0	3	0	0	3
gene-LOC106786872	LOC106786872	11	10	7	10	0	0	0	0	1	1
gene-LOC106787033	LOC106787033	0	0	0	1	0	2	1	0	1	3
gene-LOC106787043	LOC106787043	96	136	111	178	10	2	10	3	19	8
gene-LOC106786340	LOC106786340	1	1	0	0	3	23	0	1	0	1
gene-LOC106786334	LOC106786334	6	7	1	4	6	0	2	0	4	0
gene-LOC106786352	LOC106786352	128	91	133	114	167	69	72	78	249	92
gene-LOC106786371	LOC106786371	3	1	2	2	8	9	5	1	11	3
gene-LOC106786991	LOC106786991	2	0	1	1	0	1	1	2	1	3
gene-LOC106786996	LOC106786996	0	0	0	0	0	0	0	0	0	0
gene-Trnav-cac	Trnav-cac	0	0	0	0	0	0	0	0	0	0
gene-Trnal-cag	Trnal-cag	0	0	3	0	0	0	1	0	0	1
gene-LOC106785905	LOC106785905	9	4	8	12	17	13	24	14	20	19
gene-LOC106786882	LOC106786882	5	7	5	2	19	9	4	9	14	14
gene-Trnas-aga	Trnas-aga	0	1	0	0	0	0	1	0	0	0
gene-LOC106786964	LOC106786964	21	39	41	37	17	15	9	16	26	25
gene-LOC106786973	LOC106786973	25	30	28	34	0	2	2	0	5	1
gene-LOC106786647	LOC106786647	0	0	0	4	2	0	3	0	2	1
gene-LOC106786541	LOC106786541	480	426	539	452	1286	760	831	941	1052	939
gene-LOC106786548	LOC106786548	8	10	9	11	11	1	14	28	15	7
gene-LOC106785720	LOC106785720	50	76	51	67	82	50	53	77	80	58
gene-LOC106786759	LOC106786759	8	28	21	20	44	37	31	32	42	28
gene-LOC106786769	LOC106786769	0	0	0	0	3	0	0	0	0	0
gene-LOC106786763	LOC106786763	5	0	1	1	6	0	3	3	11	3
gene-LOC106787077	LOC106787077	0	0	0	0	0	0	0	0	0	0
gene-LOC106786502	LOC106786502	5	5	3	4	3	3	9	1	17	3
gene-LOC106786509	LOC106786509	15	10	11	15	24	18	27	8	45	22
gene-LOC106786535	LOC106786535	0	11	6	4	2	0	5	2	9	3
gene-LOC106786526	LOC106786526	0	0	0	0	0	0	0	0	1	4
gene-LOC106786518	LOC106786518	0	1	0	3	0	0	2	0	0	0
gene-LOC106786226	LOC106786226	1	1	0	4	2	0	2	0	2	1
gene-LOC106786237	LOC106786237	1	1	3	1	0	0	0	0	2	0
gene-LOC106786243	LOC106786243	17	20	13	26	17	13	17	13	34	9
gene-LOC106786251	LOC106786251	45	53	38	52	30	42	39	36	31	32
gene-LOC106786586	LOC106786586	107	119	130	115	365	272	229	439	278	300
gene-LOC106786558	LOC106786558	10	9	24	7	27	24	33	12	35	17
gene-LOC106786605	LOC106786605	0	4	0	4	4	5	10	5	5	7
gene-LOC106787019	LOC106787019	0	0	0	5	7	7	3	4	3	5
gene-LOC106787013	LOC106787013	0	0	0	0	0	0	1	0	1	0
gene-LOC106786256	LOC106786256	3	8	2	6	5	1	9	1	5	3
gene-LOC106786276	LOC106786276	5	2	3	6	0	2	7	5	15	2
gene-LOC106786304	LOC106786304	0	2	3	8	0	3	5	4	5	9
gene-LOC106786294	LOC106786294	5	5	5	3	2	2	2	0	5	1
gene-LOC106786898	LOC106786898	49	49	48	34	32	31	22	33	34	46
gene-LOC106786889	LOC106786889	0	1	7	0	2	3	2	3	6	1
gene-LOC106785727	LOC106785727	0	0	0	0	3	0	3	1	0	3
gene-LOC106786778	LOC106786778	0	0	0	0	0	1	2	0	0	1
gene-LOC106787052	LOC106787052	0	0	0	0	0	0	1	0	0	0
gene-LOC106786129	LOC106786129	6	4	1	6	3	3	4	6	13	3
gene-LOC106786084	LOC106786084	16	37	25	28	2	0	4	2	2	2
gene-LOC106786135	LOC106786135	1	4	14	5	14	18	34	18	4	11
gene-LOC106786180	LOC106786180	24	50	61	41	64	90	58	96	39	47
gene-LOC106786165	LOC106786165	9	8	6	15	1	2	0	7	3	2
gene-LOC106785802	LOC106785802	0	0	0	1	0	0	0	0	0	0
gene-LOC106785734	LOC106785734	9	7	2	21	18	9	24	38	11	14
gene-LOC106785747	LOC106785747	2	2	1	4	2	2	1	3	5	1
gene-LOC106786943	LOC106786943	0	2	6	2	17	21	10	10	36	5
gene-LOC106786935	LOC106786935	6	9	4	5	3	0	1	1	8	1
gene-LOC106785765	LOC106785765	0	0	0	0	0	0	0	0	0	0
gene-LOC106787024	LOC106787024	3	0	2	1	0	0	1	0	0	0
gene-LOC106787028	LOC106787028	0	0	0	0	0	0	0	0	0	1
gene-LOC106786795	LOC106786795	6	12	1	1	0	3	7	3	1	1
gene-LOC106785808	LOC106785808	10	25	11	10	11	1	26	2	17	16
gene-LOC106785889	LOC106785889	0	0	0	0	0	0	0	0	0	0
gene-LOC106785891	LOC106785891	0	0	0	0	0	0	0	0	0	0
gene-LOC106785876	LOC106785876	0	4	1	1	22	11	5	14	37	2
gene-LOC106785886	LOC106785886	0	0	0	0	0	0	0	0	0	0
gene-LOC106786688	LOC106786688	0	2	3	6	0	0	0	0	1	0
gene-LOC106786677	LOC106786677	54	64	105	95	13	5	11	8	6	12
gene-LOC106786695	LOC106786695	0	1	0	0	0	0	0	0	0	0
gene-LOC106786622	LOC106786622	2	10	0	3	0	0	0	0	2	0
gene-LOC106786643	LOC106786643	2	0	0	0	2	0	0	1	2	0
gene-LOC106785772	LOC106785772	0	0	2	2	0	0	0	0	0	0
gene-LOC106786844	LOC106786844	0	0	5	1	2	0	0	1	0	1
gene-LOC106786851	LOC106786851	3	8	2	2	0	0	3	0	0	0
gene-LOC106786840	LOC106786840	8	15	11	10	21	9	3	13	6	10
gene-LOC106786817	LOC106786817	8	13	7	14	1	3	2	3	1	1
gene-LOC106786829	LOC106786829	1	4	1	1	1	0	0	0	0	1
gene-LOC106786751	LOC106786751	5	3	3	6	2	9	9	0	1	5
gene-LOC106786723	LOC106786723	2	7	4	7	4	2	3	2	4	3
gene-LOC106786411	LOC106786411	0	0	1	0	2	2	1	2	6	0
gene-LOC106786417	LOC106786417	3	4	1	1	9	5	5	5	15	9
gene-LOC106786379	LOC106786379	6	1	3	3	7	0	11	0	3	3
gene-LOC106786076	LOC106786076	0	0	0	0	0	0	0	0	0	0
gene-LOC106786068	LOC106786068	0	2	0	0	0	0	0	1	0	0
gene-LOC106786056	LOC106786056	8	22	28	17	18	23	44	35	28	41
gene-LOC106786000	LOC106786000	8	8	24	44	45	9	18	13	59	30
gene-LOC106786015	LOC106786015	2	0	1	1	1	1	1	2	0	1
gene-LOC106786042	LOC106786042	1	0	3	0	12	2	8	5	37	0
gene-LOC106785739	LOC106785739	0	0	0	0	0	0	0	0	0	0
gene-LOC106786191	LOC106786191	7	3	3	7	26	19	15	20	15	22
gene-LOC106786219	LOC106786219	0	2	3	4	7	7	4	7	8	4
gene-LOC106786917	LOC106786917	0	0	0	0	1	4	5	0	1	0
gene-LOC106785896	LOC106785896	0	0	0	0	0	0	0	0	0	1
gene-LOC106786454	LOC106786454	0	0	0	0	0	1	0	0	0	0
gene-LOC106786441	LOC106786441	5	7	8	3	0	0	0	0	0	0
gene-LOC106786494	LOC106786494	1	8	2	11	4	6	6	3	6	3
gene-LOC106786498	LOC106786498	46	56	35	47	106	63	105	67	44	66
gene-LOC106786425	LOC106786425	0	0	1	0	0	0	0	0	0	1
gene-LOC106785756	LOC106785756	0	0	0	0	0	0	0	0	0	2
gene-LOC106786703	LOC106786703	0	0	0	0	0	0	1	0	0	1
gene-LOC106786715	LOC106786715	154	131	199	148	382	348	552	348	264	399
gene-LOC106786709	LOC106786709	148	186	225	206	24	203	288	116	275	285
gene-LOC106786913	LOC106786913	14	2	7	0	4	0	8	1	2	3
gene-LOC106787062	LOC106787062	2	4	0	0	0	3	1	0	1	2
gene-LOC106787822	LOC106787822	6	3	0	3	3	6	3	9	7	5
gene-LOC106787798	LOC106787798	0	4	3	4	2	7	0	2	11	6
gene-LOC106787806	LOC106787806	0	0	0	0	0	2	0	2	2	0
gene-LOC106787137	LOC106787137	2	0	0	0	0	0	0	0	0	0
gene-LOC106787344	LOC106787344	2	6	4	8	8	3	7	2	7	12
gene-LOC106787370	LOC106787370	3	0	3	0	1	0	0	0	6	0
gene-LOC106787832	LOC106787832	0	0	0	0	0	0	0	3	0	2
gene-LOC106787815	LOC106787815	1	0	0	4	1	8	7	11	5	5
gene-LOC106787222	LOC106787222	2	0	0	0	2	0	5	1	0	4
gene-LOC106787249	LOC106787249	0	0	0	0	1	0	1	0	4	0
gene-LOC106787242	LOC106787242	0	0	0	0	1	1	1	0	8	0
gene-LOC106787096	LOC106787096	0	1	3	0	1	0	0	0	2	0
gene-LOC106787145	LOC106787145	0	0	0	2	0	0	0	0	0	0
gene-LOC106787711	LOC106787711	0	1	0	1	1	0	1	0	0	1
gene-LOC106787589	LOC106787589	0	0	4	1	1	0	0	0	0	0
gene-LOC106787582	LOC106787582	0	0	0	0	0	0	0	0	0	0
gene-LOC106787594	LOC106787594	2	0	1	0	0	0	0	5	4	1
gene-LOC106787670	LOC106787670	0	0	3	1	1	0	0	1	1	2
gene-LOC106787661	LOC106787661	49	65	51	34	22	25	23	17	45	29
gene-LOC106787617	LOC106787617	1	3	2	1	2	7	2	5	8	3
gene-LOC106787842	LOC106787842	0	0	0	0	1	0	1	4	1	0
gene-LOC106787384	LOC106787384	0	0	0	0	0	0	1	0	2	1
gene-LOC106787391	LOC106787391	0	0	0	0	0	0	0	0	0	0
gene-LOC106787377	LOC106787377	0	0	0	0	0	2	1	2	1	1
gene-LOC106787637	LOC106787637	0	0	0	0	0	0	0	0	0	0
gene-LOC106787629	LOC106787629	0	0	0	0	0	0	1	0	0	1
gene-LOC106787624	LOC106787624	0	0	0	4	1	0	0	0	0	0
gene-LOC106787395	LOC106787395	49	40	58	49	70	49	39	44	69	47
gene-LOC106787417	LOC106787417	2	4	3	2	2	7	7	13	6	1
gene-LOC106787410	LOC106787410	28	38	26	36	16	13	17	7	18	10
gene-LOC106787403	LOC106787403	16	21	39	24	16	6	10	13	28	2
gene-LOC106787426	LOC106787426	0	0	0	0	0	0	0	0	0	0
gene-LOC106787215	LOC106787215	16	4	2	8	20	10	13	8	27	21
gene-LOC106787436	LOC106787436	26	30	22	41	17	1	70	1	21	22
gene-LOC106787104	LOC106787104	0	0	0	0	0	1	1	1	0	0
gene-LOC106787105	LOC106787105	0	0	0	0	0	0	0	0	1	1
gene-LOC106787611	LOC106787611	1	9	1	5	26	7	14	2	11	6
gene-LOC106787599	LOC106787599	193	165	141	170	224	145	158	219	305	187
gene-LOC106787497	LOC106787497	0	1	0	0	0	0	8	0	0	2
gene-LOC106787480	LOC106787480	2	8	1	0	4	2	2	0	0	1
gene-LOC106787129	LOC106787129	1	0	2	0	0	0	0	0	0	0
gene-LOC106787116	LOC106787116	2	2	0	1	0	0	0	0	0	1
gene-LOC106787109	LOC106787109	0	0	0	0	0	0	0	0	0	0
gene-LOC106787778	LOC106787778	2	0	0	0	0	0	0	0	0	0
gene-LOC106787789	LOC106787789	0	1	1	2	2	0	0	0	2	0
gene-LOC106787686	LOC106787686	2	6	4	3	1	2	0	1	1	0
gene-LOC106787700	LOC106787700	0	1	3	0	1	1	1	0	1	0
gene-LOC106787521	LOC106787521	0	1	0	0	0	0	3	0	3	2
gene-LOC106787530	LOC106787530	0	2	2	0	4	0	0	4	7	0
gene-LOC106787539	LOC106787539	1	0	4	6	2	0	3	0	1	2
gene-LOC106787112	LOC106787112	2	2	0	0	0	0	0	0	0	0
gene-LOC106787259	LOC106787259	0	0	2	3	0	2	4	0	30	0
gene-LOC106787268	LOC106787268	45	72	103	87	42	7	39	9	44	36
gene-LOC106787317	LOC106787317	2	6	9	7	1	1	0	1	0	2
gene-LOC106787306	LOC106787306	0	0	2	0	5	0	0	0	1	1
gene-LOC106787298	LOC106787298	0	1	9	3	4	1	3	1	5	4
gene-LOC106787281	LOC106787281	0	0	0	0	0	0	0	0	1	0
gene-LOC106787309	LOC106787309	0	0	0	0	0	0	0	0	0	2
gene-LOC106787123	LOC106787123	0	0	0	0	0	0	0	0	2	0
gene-LOC106787185	LOC106787185	63	55	28	46	19	10	85	18	39	22
gene-LOC106787204	LOC106787204	0	1	0	0	1	2	1	0	1	1
gene-LOC106787207	LOC106787207	0	0	0	0	0	0	0	0	0	0
gene-LOC106787770	LOC106787770	10	7	5	12	22	18	6	25	15	29
gene-Trnan-guu	Trnan-guu	0	0	0	0	0	0	0	0	0	0
gene-Trnas-gcu	Trnas-gcu	0	0	0	0	0	0	0	0	0	0
gene-Trnak-cuu	Trnak-cuu	0	0	0	0	0	0	0	2	0	0
gene-Trnan-guu-2	Trnan-guu	0	0	0	0	0	0	0	0	0	0
gene-LOC106787323	LOC106787323	0	0	9	5	2	0	6	2	7	1
gene-LOC106787335	LOC106787335	0	2	0	0	1	0	0	0	0	0
gene-LOC106787454	LOC106787454	2	6	3	0	4	2	6	4	4	6
gene-LOC106787464	LOC106787464	47	55	58	52	18	22	32	22	41	35
gene-LOC106787462	LOC106787462	8	2	10	4	25	15	19	12	32	13
gene-LOC106787472	LOC106787472	4	3	1	0	1	0	1	1	0	1
gene-LOC106787645	LOC106787645	3	4	3	3	4	4	3	1	5	3
gene-LOC106787652	LOC106787652	36	41	11	22	15	10	10	6	25	18
gene-LOC106787548	LOC106787548	0	1	3	2	0	0	0	0	0	0
gene-LOC106787559	LOC106787559	0	0	0	0	0	0	0	1	3	0
gene-LOC106787745	LOC106787745	2	4	10	8	7	9	3	1	12	2
gene-LOC106787760	LOC106787760	29	17	18	40	58	27	35	41	63	46
gene-LOC106787154	LOC106787154	17	14	18	21	16	4	32	4	26	16
gene-LOC106787182	LOC106787182	1	1	1	2	4	6	3	11	1	7
gene-LOC106788568	LOC106788568	1	2	3	1	1	0	0	0	1	1
gene-LOC106788565	LOC106788565	6	5	6	10	19	11	18	11	26	16
gene-LOC106788685	LOC106788685	0	0	0	0	0	0	0	0	0	0
gene-LOC106787926	LOC106787926	0	0	3	1	1	3	0	3	1	3
gene-LOC106788693	LOC106788693	0	0	0	0	0	0	0	0	0	0
gene-LOC106787865	LOC106787865	0	0	0	0	2	0	0	0	0	0
gene-LOC106787873	LOC106787873	0	0	0	0	0	0	0	0	0	0
gene-LOC106788470	LOC106788470	97	135	184	119	341	322	287	286	331	269
gene-LOC106788453	LOC106788453	19	17	8	7	24	8	11	9	21	19
gene-LOC106788461	LOC106788461	14	16	30	16	42	47	24	24	42	31
gene-LOC106788446	LOC106788446	65	67	98	109	258	180	191	192	151	199
gene-LOC106788596	LOC106788596	0	6	5	4	6	7	12	7	4	6
gene-LOC106787913	LOC106787913	2	0	1	0	1	0	0	0	0	0
gene-LOC106788623	LOC106788623	13	21	34	36	29	10	30	14	27	31
gene-LOC106788632	LOC106788632	2	1	1	2	3	0	0	0	0	2
gene-LOC106788669	LOC106788669	0	0	0	0	0	0	0	0	0	0
gene-LOC106788552	LOC106788552	0	0	0	0	0	1	0	0	0	0
gene-LOC106787935	LOC106787935	0	0	0	0	0	0	0	0	0	0
gene-LOC106788427	LOC106788427	4	12	4	7	8	5	14	6	10	5
gene-LOC106788435	LOC106788435	5	3	5	6	7	0	2	5	3	5
gene-LOC106788537	LOC106788537	37	59	62	75	49	20	44	36	66	53
gene-LOC106788529	LOC106788529	0	0	0	1	0	0	3	0	1	0
gene-LOC106788544	LOC106788544	0	4	1	3	2	7	2	5	5	7
gene-LOC106787956	LOC106787956	10	8	3	13	15	5	18	2	25	15
gene-LOC106787880	LOC106787880	0	0	0	0	0	0	0	0	0	0
gene-LOC106787888	LOC106787888	0	0	2	0	7	1	8	4	0	5
gene-LOC106788508	LOC106788508	5	11	10	9	2	2	0	3	2	0
gene-LOC106788491	LOC106788491	6	1	10	3	5	2	3	3	5	4
gene-LOC106788499	LOC106788499	0	5	3	1	2	2	1	1	0	3
gene-LOC106788704	LOC106788704	3	13	14	1	17	12	10	16	45	12
gene-LOC106788412	LOC106788412	0	0	0	2	0	1	1	0	0	0
gene-LOC106788418	LOC106788418	6	1	8	3	5	0	3	2	3	2
gene-LOC106788410	LOC106788410	0	0	1	1	1	1	5	1	1	2
gene-LOC106788070	LOC106788070	3	9	4	1	3	3	8	3	4	1
gene-LOC106788086	LOC106788086	39	47	45	28	47	35	42	23	70	46
gene-LOC106788053	LOC106788053	698	911	865	690	1719	656	1167	1371	966	1275
gene-LOC106788095	LOC106788095	2	0	0	1	2	5	5	1	2	2
gene-LOC106788715	LOC106788715	8	21	15	2	25	22	18	22	14	20
gene-LOC106788040	LOC106788040	3	5	2	4	10	12	12	4	7	2
gene-LOC106788048	LOC106788048	0	0	0	0	0	0	0	1	0	0
gene-LOC106788161	LOC106788161	25	28	37	27	25	12	34	17	36	18
gene-LOC106788222	LOC106788222	188	187	203	249	5	0	9	0	53	53
gene-LOC106787942	LOC106787942	4	7	10	11	0	0	0	0	0	0
gene-LOC106788522	LOC106788522	1	0	4	6	12	3	5	5	4	7
gene-LOC106787892	LOC106787892	5	6	16	2	7	3	2	4	3	3
gene-LOC106788013	LOC106788013	1	0	0	0	0	0	1	0	0	1
gene-LOC106787987	LOC106787987	2	3	3	1	2	2	9	12	6	3
gene-LOC106788020	LOC106788020	2	7	3	7	0	3	0	0	2	0
gene-LOC106788027	LOC106788027	0	0	0	0	1	0	0	0	0	3
gene-LOC106788572	LOC106788572	236	239	253	231	443	241	396	353	919	401
gene-LOC106788304	LOC106788304	1	3	0	2	0	0	3	1	1	0
gene-LOC106788402	LOC106788402	5	6	1	7	4	0	8	0	8	7
gene-LOC106788395	LOC106788395	247	181	260	160	214	188	199	116	384	374
gene-LOC106787904	LOC106787904	5	5	3	0	1	3	1	0	2	3
gene-LOC106788484	LOC106788484	1	2	2	2	0	0	9	0	0	2
gene-LOC106788326	LOC106788326	1	2	0	1	0	0	1	0	2	0
gene-LOC106788372	LOC106788372	0	8	1	4	5	0	0	0	0	0
gene-LOC106788344	LOC106788344	0	0	2	0	0	0	2	0	0	0
gene-LOC106788363	LOC106788363	7	3	7	3	1	3	2	0	4	5
gene-LOC106788105	LOC106788105	0	1	1	0	0	0	1	0	0	0
gene-LOC106788109	LOC106788109	30	33	16	24	3	6	5	3	2	0
gene-LOC106788153	LOC106788153	11	24	12	11	34	28	30	17	52	28
gene-LOC106788134	LOC106788134	4	4	3	1	10	7	7	11	5	1
gene-LOC106788143	LOC106788143	84	71	95	81	3	2	24	1	13	10
gene-LOC106787898	LOC106787898	0	0	0	0	0	0	0	0	2	0
gene-LOC106788575	LOC106788575	0	0	0	0	0	0	1	0	0	0
gene-LOC106788032	LOC106788032	12	5	2	9	3	1	15	3	6	6
gene-LOC106788036	LOC106788036	0	0	1	0	1	1	2	0	0	0
gene-LOC106787949	LOC106787949	0	0	0	0	0	0	0	0	0	0
gene-LOC106788290	LOC106788290	0	0	0	2	0	0	1	0	1	0
gene-LOC106788270	LOC106788270	22	21	15	19	5	3	3	1	5	2
gene-LOC106788229	LOC106788229	6	12	7	16	4	1	14	0	2	1
gene-LOC106788300	LOC106788300	0	0	0	0	0	0	0	0	0	0
gene-LOC106788583	LOC106788583	0	0	0	0	0	0	0	0	0	0
gene-LOC106788614	LOC106788614	0	1	0	1	2	1	0	0	0	1
gene-LOC106788643	LOC106788643	2	3	1	0	1	1	2	0	2	1
gene-LOC106788654	LOC106788654	0	0	0	0	0	0	1	0	0	0
gene-LOC106788639	LOC106788639	0	3	8	6	0	0	2	0	2	0
gene-LOC106788905	LOC106788905	36	18	22	22	18	2	54	2	23	19
gene-LOC106789734	LOC106789734	3	5	17	10	28	9	15	12	21	25
gene-LOC106789439	LOC106789439	0	0	0	0	0	0	0	0	0	0
gene-LOC106789432	LOC106789432	3	4	9	11	0	2	1	0	1	0
gene-LOC106789448	LOC106789448	0	0	0	2	0	1	1	0	1	0
gene-LOC106789456	LOC106789456	0	0	1	0	3	0	0	0	0	0
gene-LOC106788722	LOC106788722	16	25	25	60	0	2	10	5	0	3
gene-LOC106789615	LOC106789615	0	0	4	11	2	0	1	0	0	0
gene-LOC106789786	LOC106789786	0	0	0	2	0	2	0	1	0	0
gene-LOC106788729	LOC106788729	6	1	2	0	2	2	0	2	3	0
gene-LOC106789777	LOC106789777	0	0	0	0	0	0	0	0	0	0
gene-LOC106788774	LOC106788774	0	0	0	1	0	0	0	0	0	0
gene-LOC106789811	LOC106789811	0	0	0	0	0	0	0	0	0	0
gene-LOC106789589	LOC106789589	1	8	0	0	3	0	2	0	2	2
gene-LOC106789606	LOC106789606	35	40	37	42	2	7	10	3	8	9
gene-LOC106789597	LOC106789597	0	0	0	0	1	1	1	0	0	2
gene-LOC106788731	LOC106788731	0	2	0	0	0	1	0	0	0	0
gene-LOC106789795	LOC106789795	0	2	0	2	0	0	1	0	0	0
gene-LOC106789142	LOC106789142	85	67	60	71	159	146	80	122	212	141
gene-LOC106789160	LOC106789160	0	1	0	3	3	0	0	1	1	2
gene-LOC106789114	LOC106789114	0	1	0	1	1	0	9	2	4	1
gene-LOC106789538	LOC106789538	12	16	24	43	8	11	5	7	12	7
gene-LOC106789519	LOC106789519	0	0	1	0	0	0	0	0	0	0
gene-LOC106789525	LOC106789525	8	10	21	14	15	25	21	15	18	22
gene-LOC106789531	LOC106789531	3	2	0	4	5	1	7	4	5	4
gene-Trnas-uga	Trnas-uga	0	6	4	0	1	0	11	10	2	10
gene-LOC106789268	LOC106789268	3	2	4	1	4	1	2	0	4	6
gene-LOC106789279	LOC106789279	23	18	31	24	30	39	24	23	101	52
gene-LOC106789575	LOC106789575	0	0	2	3	0	0	1	0	0	0
gene-LOC106789544	LOC106789544	0	3	2	2	3	3	5	3	2	3
gene-LOC106789585	LOC106789585	1	1	1	2	1	2	0	1	3	0
gene-LOC106789750	LOC106789750	5	2	0	0	4	2	4	2	1	2
gene-LOC106789741	LOC106789741	1	2	0	0	0	0	3	2	3	5
gene-LOC106788732	LOC106788732	0	2	0	0	0	2	2	1	0	1
gene-LOC106789821	LOC106789821	0	0	0	0	0	0	0	0	0	0
gene-LOC106789019	LOC106789019	6	5	3	7	11	10	10	18	15	8
gene-LOC106789166	LOC106789166	7	3	5	10	16	8	10	4	15	10
gene-LOC106789259	LOC106789259	5	6	2	4	1	0	4	1	4	4
gene-LOC106789247	LOC106789247	21	26	17	32	41	17	28	28	70	32
gene-LOC106789232	LOC106789232	4	6	2	7	0	2	4	0	4	1
gene-LOC106789215	LOC106789215	31	31	38	36	50	24	35	35	47	31
gene-LOC106789223	LOC106789223	23	6	11	5	8	3	6	5	10	9
gene-LOC106788770	LOC106788770	0	0	0	0	0	0	0	0	0	0
gene-LOC106788944	LOC106788944	21	33	17	38	43	2	73	2	57	41
gene-LOC106788964	LOC106788964	0	0	0	0	0	0	0	0	0	0
gene-LOC106788734	LOC106788734	0	0	0	0	0	0	0	0	0	0
gene-Trnah-gug	Trnah-gug	0	0	2	3	2	5	1	0	3	2
gene-LOC106789759	LOC106789759	195	162	240	163	175	104	151	96	279	204
gene-LOC106789767	LOC106789767	3	5	0	2	0	1	0	0	0	1
