Geneid	gene_name	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106785598	LOC106785598	173	76	235	169	169	171	190	105	53	104
gene-LOC106785342	LOC106785342	1314	421	1247	851	1193	1342	1507	389	418	519
gene-LOC106785335	LOC106785335	695	317	745	693	694	791	685	282	307	385
gene-LOC106785326	LOC106785326	157	83	145	143	184	209	130	103	68	83
gene-LOC106785499	LOC106785499	435	167	319	224	350	456	600	138	171	163
gene-LOC106785566	LOC106785566	371	55	401	195	251	451	395	83	71	111
gene-LOC106785673	LOC106785673	255	226	563	358	292	293	279	267	221	262
gene-LOC106785558	LOC106785558	2689	3141	3195	2552	3273	2987	3008	1896	2537	2683
gene-LOC106785552	LOC106785552	909	554	823	754	995	1031	1015	717	583	733
gene-LOC106784674	LOC106784674	247	135	411	256	251	244	266	185	158	191
gene-LOC106785021	LOC106785021	9611	4635	8891	7829	6846	10244	8050	5317	4923	4847
gene-LOC106784986	LOC106784986	2968	1030	1956	1647	2154	2449	2273	989	885	914
gene-LOC106785015	LOC106785015	20	10	20	5	11	8	7	14	1	2
gene-LOC106785002	LOC106785002	212	65	132	122	176	175	132	97	84	97
gene-LOC106784996	LOC106784996	15	7	0	3	20	7	10	11	13	7
gene-LOC106784683	LOC106784683	0	0	0	1	1	2	0	1	0	0
gene-LOC106785433	LOC106785433	1199	570	1020	860	1148	1177	1104	539	546	741
gene-LOC106785391	LOC106785391	975	417	1193	892	1025	1112	1185	509	510	558
gene-LOC106785381	LOC106785381	503	325	410	352	498	589	518	315	386	329
gene-LOC106785624	LOC106785624	721	212	638	573	692	820	849	330	313	384
gene-LOC106785376	LOC106785376	1062	466	1048	859	864	1043	1031	499	422	524
gene-LOC106785359	LOC106785359	366	348	480	532	496	556	299	479	381	629
gene-LOC106784855	LOC106784855	0	0	2	0	1	3	0	0	0	0
gene-LOC106785135	LOC106785135	841	328	737	617	771	802	948	302	288	491
gene-LOC106785147	LOC106785147	152	177	251	165	188	164	162	124	97	98
gene-LOC106785121	LOC106785121	421	278	480	393	363	463	408	171	183	239
gene-LOC106785157	LOC106785157	474	178	568	497	487	624	488	182	250	246
gene-LOC106785091	LOC106785091	3914	1291	1301	2020	3417	3211	2990	1510	1545	1912
gene-LOC106784890	LOC106784890	26	12	76	40	33	42	57	15	29	29
gene-LOC106784897	LOC106784897	0	0	3	5	3	3	5	0	1	2
gene-LOC106784976	LOC106784976	1179	604	1056	992	1184	1168	1169	655	556	812
gene-LOC106784946	LOC106784946	850	443	441	389	890	986	716	387	524	428
gene-LOC106784707	LOC106784707	1564	105	3	4	1427	120	227	1264	640	992
gene-LOC106785487	LOC106785487	3	20	9	19	10	2	9	38	15	33
gene-LOC106785454	LOC106785454	1125	531	1095	884	1065	1117	1039	560	483	619
gene-LOC106785447	LOC106785447	1	0	0	1	3	4	2	3	0	0
gene-LOC106785529	LOC106785529	610	308	599	535	698	738	475	364	360	399
gene-LOC106785193	LOC106785193	676	362	393	530	607	755	573	308	309	343
gene-LOC106785349	LOC106785349	2345	1065	3475	3049	2348	2915	3284	851	826	1142
gene-LOC106785246	LOC106785246	2882	1255	4665	4010	3027	4456	3584	1270	1103	1220
gene-LOC106785260	LOC106785260	9	14	72	7	23	11	4	1	2	7
gene-LOC106785692	LOC106785692	181	2	31	11	35	39	306	24	21	56
gene-LOC106785270	LOC106785270	830	576	1302	841	746	1078	840	462	469	440
gene-LOC106784764	LOC106784764	10333	5708	15934	9234	9450	12750	8362	4840	4549	4443
gene-LOC106784838	LOC106784838	77	22	71	53	63	84	58	14	15	43
gene-LOC106784834	LOC106784834	182	64	132	117	192	169	125	75	37	69
gene-LOC106784849	LOC106784849	101	61	66	71	78	91	95	34	31	30
gene-LOC106785069	LOC106785069	321	263	321	341	374	395	433	254	259	334
gene-LOC106785039	LOC106785039	1378	776	1460	1205	1339	1526	1402	779	749	882
gene-LOC106785036	LOC106785036	695	427	624	636	752	778	683	399	448	431
gene-LOC106785060	LOC106785060	189	124	397	268	222	237	232	98	96	137
gene-LOC106785075	LOC106785075	58	34	80	51	51	62	49	41	47	41
gene-LOC106785085	LOC106785085	3	1	4	3	7	4	2	0	1	0
gene-LOC106785186	LOC106785186	158	117	193	226	144	194	132	90	97	129
gene-LOC106785164	LOC106785164	219	493	280	261	247	223	198	517	455	703
gene-LOC106785169	LOC106785169	1473	742	1098	1081	1281	1708	1374	756	882	721
gene-LOC106785698	LOC106785698	67	25	16	17	67	37	42	32	17	40
gene-LOC106784870	LOC106784870	2951	2015	3521	2823	2633	4525	2951	1987	1696	2169
gene-LOC106784864	LOC106784864	7	7	0	1	1	1	12	16	37	38
gene-LOC106785605	LOC106785605	9	10	0	6	4	6	8	7	20	11
gene-LOC106785610	LOC106785610	4	2	10	3	3	4	3	4	3	10
gene-LOC106785790	LOC106785790	1181	384	1035	892	1082	1039	847	548	503	500
gene-LOC106786811	LOC106786811	663	506	971	707	750	892	713	425	631	562
gene-LOC106786804	LOC106786804	4931	991	2915	2982	4687	4336	4108	1505	1737	2144
gene-LOC106785781	LOC106785781	17	3	10	2	4	15	0	4	14	4
gene-LOC106787001	LOC106787001	1196	414	1109	862	896	1355	890	347	317	446
gene-LOC106787007	LOC106787007	573	505	664	603	625	753	562	379	420	439
gene-LOC106785970	LOC106785970	585	674	846	574	699	822	600	687	657	945
gene-LOC106785979	LOC106785979	1600	443	2794	1456	1533	2155	2608	524	589	971
gene-LOC106785988	LOC106785988	916	227	1079	955	876	977	833	525	339	488
gene-LOC106785930	LOC106785930	7586	2988	6294	4095	5166	7405	5125	3187	2983	3152
gene-LOC106786953	LOC106786953	1866	1109	1574	1796	1875	2056	1510	1188	1118	1383
gene-LOC106785714	LOC106785714	0	0	0	0	0	1	0	0	1	2
gene-LOC106786861	LOC106786861	325	192	218	309	337	371	242	209	170	242
gene-LOC106786872	LOC106786872	375	347	437	425	481	541	330	378	297	450
gene-LOC106787033	LOC106787033	414	300	677	538	516	586	466	322	299	420
gene-LOC106787043	LOC106787043	73	6	5	1	24	26	20	55	18	24
gene-LOC106786340	LOC106786340	1182	536	893	841	1003	1353	979	644	594	599
gene-LOC106786334	LOC106786334	81	50	197	128	108	109	70	88	39	86
gene-LOC106786352	LOC106786352	1928	1418	1828	2020	2028	2590	1303	1316	1347	1439
gene-LOC106786371	LOC106786371	1389	688	1426	1104	1140	1618	1034	608	542	607
gene-LOC106786991	LOC106786991	777	467	443	794	767	524	476	359	380	513
gene-LOC106786996	LOC106786996	0	0	1	0	1	1	0	0	0	0
gene-Trnav-cac	Trnav-cac	0	0	0	0	0	0	0	0	0	0
gene-Trnal-cag	Trnal-cag	0	0	0	0	0	0	0	0	0	0
gene-LOC106785905	LOC106785905	5406	1741	6442	4364	3959	5132	4791	1970	1786	2203
gene-LOC106786882	LOC106786882	790	548	946	902	529	1023	744	604	336	572
gene-Trnas-aga	Trnas-aga	0	0	3	3	0	5	1	0	1	0
gene-LOC106786964	LOC106786964	218	148	226	190	268	248	250	174	151	180
gene-LOC106786973	LOC106786973	138	54	107	79	105	124	90	105	77	111
gene-LOC106786647	LOC106786647	874	702	1746	852	818	992	856	589	469	638
gene-LOC106786541	LOC106786541	276	74	237	217	232	286	233	91	89	102
gene-LOC106786548	LOC106786548	3120	1288	3793	2369	2354	3314	2819	1122	1129	1158
gene-LOC106785720	LOC106785720	56	32	61	52	58	71	48	41	46	44
gene-LOC106786759	LOC106786759	429	467	355	345	351	441	339	502	500	377
gene-LOC106786769	LOC106786769	241	196	315	269	215	231	249	269	195	152
gene-LOC106786763	LOC106786763	490	311	572	443	523	518	493	278	328	341
gene-LOC106787077	LOC106787077	190	211	211	221	214	273	160	222	199	224
gene-LOC106786502	LOC106786502	5379	2731	6867	4226	4590	5617	4659	2563	2246	2548
gene-LOC106786509	LOC106786509	4537	1633	4342	3325	3493	4251	4454	1876	1661	2051
gene-LOC106786535	LOC106786535	23	44	110	52	51	71	5	90	87	120
gene-LOC106786526	LOC106786526	48	49	84	50	60	66	39	61	51	90
gene-LOC106786518	LOC106786518	2032	743	1569	1482	1850	2004	2091	1227	850	1322
gene-LOC106786226	LOC106786226	485	471	684	542	461	706	517	413	384	361
gene-LOC106786237	LOC106786237	184	203	239	186	194	215	130	246	191	245
gene-LOC106786243	LOC106786243	1984	835	1956	1563	1525	2353	1761	1053	754	1148
gene-LOC106786251	LOC106786251	3691	9645	5159	3733	4291	4441	4163	1539	5349	3065
gene-LOC106786586	LOC106786586	472	1160	534	448	496	477	503	174	574	374
gene-LOC106786558	LOC106786558	4109	1238	4408	3196	2905	3916	3293	1335	1084	1345
gene-LOC106786605	LOC106786605	3846	955	2990	1729	3590	2712	3194	1420	1364	1211
gene-LOC106787019	LOC106787019	65	4	17	15	63	22	115	8	2	17
gene-LOC106787013	LOC106787013	241	134	301	179	272	336	346	205	112	256
gene-LOC106786256	LOC106786256	4322	2018	4311	3199	4065	4535	4001	2024	2042	2258
gene-LOC106786276	LOC106786276	241	134	357	280	277	314	220	140	90	205
gene-LOC106786304	LOC106786304	3704	1601	4363	2817	3386	3555	3581	1788	1986	2266
gene-LOC106786294	LOC106786294	1	16	13	6	14	13	0	43	31	37
gene-LOC106786898	LOC106786898	148	77	181	116	122	188	161	93	72	82
gene-LOC106786889	LOC106786889	1613	501	1101	1224	1419	1774	1542	493	514	692
gene-LOC106785727	LOC106785727	6	1	4	5	10	15	3	3	3	7
gene-LOC106786778	LOC106786778	1305	1301	940	922	1253	1373	1123	707	1001	922
gene-LOC106787052	LOC106787052	569	208	536	402	490	601	581	240	162	278
gene-LOC106786129	LOC106786129	796	440	433	524	860	898	617	393	513	464
gene-LOC106786084	LOC106786084	3101	1525	3616	2455	2893	2746	4054	1439	1672	1776
gene-LOC106786135	LOC106786135	506	95	216	209	427	384	530	177	135	259
gene-LOC106786180	LOC106786180	158	38	128	42	144	110	144	58	53	42
gene-LOC106786165	LOC106786165	249	222	493	421	307	351	117	305	245	330
gene-LOC106785802	LOC106785802	13	12	6	13	17	21	19	3	7	8
gene-LOC106785734	LOC106785734	1	1	1	0	4	5	2	0	0	0
gene-LOC106785747	LOC106785747	336	115	241	243	326	329	325	133	140	175
gene-LOC106786943	LOC106786943	374	166	301	283	288	369	349	192	165	173
gene-LOC106786935	LOC106786935	172	103	184	149	251	223	175	68	115	172
gene-LOC106785765	LOC106785765	129	107	227	188	163	158	130	127	159	134
gene-LOC106787024	LOC106787024	294	306	371	359	400	361	390	301	305	312
gene-LOC106787028	LOC106787028	364	90	349	202	272	344	404	131	118	145
gene-LOC106786795	LOC106786795	1337	382	1307	892	981	1236	1092	427	407	392
gene-LOC106785808	LOC106785808	19560	7716	21167	15910	15282	21744	18118	7471	7235	9213
gene-LOC106785889	LOC106785889	138	75	262	137	147	126	165	42	47	68
gene-LOC106785891	LOC106785891	3	1	7	1	2	0	3	0	0	1
gene-LOC106785876	LOC106785876	0	0	1	0	2	0	0	0	0	0
gene-LOC106785886	LOC106785886	745	236	1100	704	591	910	720	313	245	337
gene-LOC106786688	LOC106786688	78	711	531	407	328	278	82	893	730	833
gene-LOC106786677	LOC106786677	1965	1804	1830	1862	2265	2338	1763	1743	1750	1984
gene-LOC106786695	LOC106786695	45	67	80	59	60	78	41	74	63	75
gene-LOC106786622	LOC106786622	1271	1239	662	865	1155	1405	774	1042	1122	1046
gene-LOC106786643	LOC106786643	1052	1262	1284	1294	1388	1324	917	1314	1087	1477
gene-LOC106785772	LOC106785772	35	43	57	55	57	41	21	48	69	92
gene-LOC106786844	LOC106786844	579	394	561	482	555	645	612	395	368	469
gene-LOC106786851	LOC106786851	151	104	112	159	145	150	144	134	130	63
gene-LOC106786840	LOC106786840	136	109	176	138	121	193	123	137	106	117
gene-LOC106786817	LOC106786817	1285	665	1200	1136	1061	1413	1188	611	746	653
gene-LOC106786829	LOC106786829	563	237	467	550	575	595	504	302	312	380
gene-LOC106786751	LOC106786751	1902	757	1501	1500	1859	2083	2193	775	748	1112
gene-LOC106786723	LOC106786723	942	536	1261	1483	1002	1484	759	607	502	450
gene-LOC106786411	LOC106786411	7	23	7	3	1	4	7	29	25	16
gene-LOC106786417	LOC106786417	1	0	0	0	0	1	1	0	0	0
gene-LOC106786379	LOC106786379	1693	645	1656	1117	1306	1820	1109	613	580	613
gene-LOC106786076	LOC106786076	18	10	15	11	18	13	11	15	22	11
gene-LOC106786068	LOC106786068	2	4	1	1	1	3	3	0	12	5
gene-LOC106786056	LOC106786056	344	221	322	194	363	448	275	272	216	276
gene-LOC106786000	LOC106786000	1011	852	899	900	1028	1196	974	895	822	891
gene-LOC106786015	LOC106786015	1914	801	3100	1453	1556	2595	1802	883	678	858
gene-LOC106786042	LOC106786042	3	1	2	1	2	2	4	0	1	0
gene-LOC106785739	LOC106785739	84	20	102	81	61	127	35	27	11	28
gene-LOC106786191	LOC106786191	420	102	465	409	343	612	264	163	54	120
gene-LOC106786219	LOC106786219	33	11	36	37	18	48	36	23	6	10
gene-LOC106786917	LOC106786917	722	430	803	788	640	902	620	731	410	606
gene-LOC106785896	LOC106785896	5	6	8	7	3	10	2	7	8	5
gene-LOC106786454	LOC106786454	313	456	427	322	389	423	275	488	351	462
gene-LOC106786441	LOC106786441	487	313	479	416	472	522	411	284	236	290
gene-LOC106786494	LOC106786494	3442	3276	2520	3558	4483	4114	2222	4936	3823	4522
gene-LOC106786498	LOC106786498	10836	3444	6224	6605	10445	8928	7048	5595	4033	4535
gene-LOC106786425	LOC106786425	958	651	731	719	867	1029	839	660	563	789
gene-LOC106785756	LOC106785756	149	176	226	209	267	213	159	217	185	254
gene-LOC106786703	LOC106786703	666	365	649	496	642	703	691	294	368	337
gene-LOC106786715	LOC106786715	679	344	414	350	603	682	424	307	301	292
gene-LOC106786709	LOC106786709	976	428	697	597	817	1036	913	418	424	486
gene-LOC106786913	LOC106786913	4883	7105	4756	4946	6011	5919	5475	3823	5741	4959
gene-LOC106787062	LOC106787062	15	0	1	1	278	27	70	19	7	118
gene-LOC106787822	LOC106787822	231	57	205	147	119	174	194	62	116	79
gene-LOC106787798	LOC106787798	488	312	434	356	555	527	472	276	324	307
gene-LOC106787806	LOC106787806	390	248	377	332	389	409	359	211	248	157
gene-LOC106787137	LOC106787137	7	0	15	9	9	14	7	3	1	7
gene-LOC106787344	LOC106787344	5057	998	4858	3462	3649	5293	3441	1811	1280	1841
gene-LOC106787370	LOC106787370	717	511	1290	945	822	1166	928	459	435	384
gene-LOC106787832	LOC106787832	80	33	69	31	31	89	157	8	54	66
gene-LOC106787815	LOC106787815	2044	139	259	94	422	461	2327	539	230	274
gene-LOC106787222	LOC106787222	1804	1464	3039	1921	1802	2360	1769	1039	1036	882
gene-LOC106787249	LOC106787249	79	2	63	0	5	4	0	3	1	0
gene-LOC106787242	LOC106787242	6	2	0	0	1	5	5	0	2	1
gene-LOC106787096	LOC106787096	0	0	0	0	0	0	0	0	0	1
gene-LOC106787145	LOC106787145	6	0	1	1	6	3	5	3	7	4
gene-LOC106787711	LOC106787711	952	389	1006	758	966	1069	869	429	431	464
gene-LOC106787589	LOC106787589	93	77	113	107	112	104	136	72	63	61
gene-LOC106787582	LOC106787582	921	604	856	1030	1209	1045	621	812	767	914
gene-LOC106787594	LOC106787594	153	48	89	98	118	139	230	58	48	79
gene-LOC106787670	LOC106787670	717	280	671	637	584	923	871	368	410	463
gene-LOC106787661	LOC106787661	53	70	64	49	68	90	32	60	62	94
gene-LOC106787617	LOC106787617	286	181	365	238	327	444	308	162	180	152
gene-LOC106787842	LOC106787842	2	0	6	5	2	2	2	7	4	4
gene-LOC106787384	LOC106787384	40	15	35	20	40	45	21	11	17	22
gene-LOC106787391	LOC106787391	13	0	0	0	2	1	2	5	3	6
gene-LOC106787377	LOC106787377	203	56	186	168	176	246	274	97	81	103
gene-LOC106787637	LOC106787637	4	3	1	1	4	5	9	0	1	7
gene-LOC106787629	LOC106787629	669	342	898	701	696	747	787	319	283	330
gene-LOC106787624	LOC106787624	579	273	1000	584	573	613	608	270	323	357
gene-LOC106787395	LOC106787395	104	23	66	46	137	62	147	54	31	35
gene-LOC106787417	LOC106787417	24	4	14	17	17	29	18	3	3	0
gene-LOC106787410	LOC106787410	38	53	56	35	36	57	45	93	80	96
gene-LOC106787403	LOC106787403	259	196	358	313	340	353	230	255	198	284
gene-LOC106787426	LOC106787426	453	229	756	482	477	524	527	244	271	281
gene-LOC106787215	LOC106787215	2558	2470	5134	2722	1973	3420	1959	1091	1220	1326
gene-LOC106787436	LOC106787436	28507	8761	21517	21234	26025	29659	31484	11164	10199	12504
gene-LOC106787104	LOC106787104	6	10	11	3	3	4	4	4	1	2
gene-LOC106787105	LOC106787105	5	0	1	0	2	2	2	2	1	3
gene-LOC106787611	LOC106787611	602	233	857	418	477	741	517	196	205	199
gene-LOC106787599	LOC106787599	17	23	31	80	34	55	57	62	33	45
gene-LOC106787497	LOC106787497	4724	2442	3870	4231	5338	5609	5435	1970	2555	2954
gene-LOC106787480	LOC106787480	785	375	578	499	625	891	806	393	394	482
gene-LOC106787129	LOC106787129	1	1	2	0	3	10	5	0	5	1
gene-LOC106787116	LOC106787116	24	16	8	9	7	20	50	4	12	14
gene-LOC106787109	LOC106787109	5	0	2	1	2	3	2	2	3	0
gene-LOC106787778	LOC106787778	772	45	493	85	546	344	751	121	306	139
gene-LOC106787789	LOC106787789	652	122	132	150	144	674	458	111	208	222
gene-LOC106787686	LOC106787686	238	93	177	157	167	230	245	131	106	122
gene-LOC106787700	LOC106787700	949	592	797	786	892	890	957	553	555	630
gene-LOC106787521	LOC106787521	442	219	526	309	409	389	442	225	281	335
gene-LOC106787530	LOC106787530	69	27	93	88	71	87	73	40	13	32
gene-LOC106787539	LOC106787539	1151	684	1349	846	1169	1187	1307	700	784	963
gene-LOC106787112	LOC106787112	193	156	248	161	167	177	180	106	101	159
gene-LOC106787259	LOC106787259	1809	592	846	1010	1298	1675	1863	664	1044	1215
gene-LOC106787268	LOC106787268	289	210	536	410	279	451	318	231	200	175
gene-LOC106787317	LOC106787317	1	15	5	3	4	4	0	16	18	4
gene-LOC106787306	LOC106787306	411	181	619	411	454	554	420	256	224	326
gene-LOC106787298	LOC106787298	624	226	658	497	626	633	658	282	236	279
gene-LOC106787281	LOC106787281	72	108	80	92	67	93	77	91	97	69
gene-LOC106787309	LOC106787309	28	30	36	30	17	40	28	28	26	14
gene-LOC106787123	LOC106787123	0	0	10	3	3	1	1	0	0	1
gene-LOC106787185	LOC106787185	41467	37205	47506	40036	38267	52772	42671	14483	21156	21316
gene-LOC106787204	LOC106787204	16	1	54	13	11	18	12	9	3	4
gene-LOC106787207	LOC106787207	225	57	218	220	159	185	183	89	73	85
gene-LOC106787770	LOC106787770	527	86	595	390	380	530	433	121	119	186
gene-Trnan-guu	Trnan-guu	0	0	0	0	0	0	0	0	0	0
gene-Trnas-gcu	Trnas-gcu	0	0	0	0	0	0	0	0	0	0
gene-Trnak-cuu	Trnak-cuu	0	0	1	0	0	0	3	1	0	1
gene-Trnan-guu-2	Trnan-guu	2	0	0	0	0	0	0	0	0	0
gene-LOC106787323	LOC106787323	3051	1775	4233	2156	2209	3671	2309	2147	1512	2238
gene-LOC106787335	LOC106787335	158	154	218	198	195	161	164	200	154	191
gene-LOC106787454	LOC106787454	1730	840	1790	1675	1979	2149	1576	992	1012	1255
gene-LOC106787464	LOC106787464	96	33	103	82	48	93	44	90	23	40
gene-LOC106787462	LOC106787462	5117	4381	3566	5689	7291	9535	5083	3188	3719	3654
gene-LOC106787472	LOC106787472	9	4	12	6	15	9	5	0	2	2
gene-LOC106787645	LOC106787645	849	490	733	586	651	793	578	428	456	478
gene-LOC106787652	LOC106787652	271	150	318	222	253	312	297	127	101	124
gene-LOC106787548	LOC106787548	1691	1225	1451	1315	1876	1755	1402	1050	967	1372
gene-LOC106787559	LOC106787559	96	73	42	88	143	152	75	55	90	107
gene-LOC106787745	LOC106787745	133	77	183	120	126	160	107	97	28	47
gene-LOC106787760	LOC106787760	283	104	729	368	281	447	287	185	121	227
gene-LOC106787154	LOC106787154	9840	2522	7203	6674	7282	9859	7527	3759	2311	3941
gene-LOC106787182	LOC106787182	6	6	18	15	5	10	11	7	5	3
gene-LOC106788568	LOC106788568	973	364	1527	1077	587	1157	589	438	246	376
gene-LOC106788565	LOC106788565	2892	462	2888	1342	2002	2468	1556	465	340	517
gene-LOC106788685	LOC106788685	58	15	53	14	310	159	336	27	17	26
gene-LOC106787926	LOC106787926	35	4	24	6	26	9	15	10	2	6
gene-LOC106788693	LOC106788693	410	121	386	303	339	354	350	146	149	202
gene-LOC106787865	LOC106787865	0	0	0	0	0	0	1	0	0	0
gene-LOC106787873	LOC106787873	0	0	0	0	0	0	0	0	0	0
gene-LOC106788470	LOC106788470	318	145	357	289	310	372	275	185	129	170
gene-LOC106788453	LOC106788453	890	381	861	766	896	1039	949	415	402	518
gene-LOC106788461	LOC106788461	317	191	317	382	423	516	248	279	207	239
gene-LOC106788446	LOC106788446	399	216	460	347	389	465	419	229	207	251
gene-LOC106788596	LOC106788596	1426	936	1088	836	1045	1291	1178	488	699	711
gene-LOC106787913	LOC106787913	432	230	516	497	501	486	492	237	196	322
gene-LOC106788623	LOC106788623	866	627	1090	938	925	1087	818	638	629	723
gene-LOC106788632	LOC106788632	2353	524	2345	2124	2528	2309	2289	1101	771	1068
gene-LOC106788669	LOC106788669	228	163	336	225	259	270	251	253	153	207
gene-LOC106788552	LOC106788552	513	194	535	196	303	499	283	159	197	223
gene-LOC106787935	LOC106787935	5	5	18	15	32	47	18	3	21	9
gene-LOC106788427	LOC106788427	1370	1535	1586	1280	1333	1747	1177	1049	1079	980
gene-LOC106788435	LOC106788435	355	184	289	310	367	417	471	308	250	249
gene-LOC106788537	LOC106788537	267	220	373	283	290	346	340	253	205	317
gene-LOC106788529	LOC106788529	2259	750	1632	1710	2146	2039	2404	965	865	1364
gene-LOC106788544	LOC106788544	1	2	1	2	1	0	2	0	0	0
gene-LOC106787956	LOC106787956	6879	3378	9079	6368	5446	7775	7093	2612	2377	2996
gene-LOC106787880	LOC106787880	0	0	1	0	0	0	0	0	1	0
gene-LOC106787888	LOC106787888	3	2	2	6	2	3	4	0	0	0
gene-LOC106788508	LOC106788508	141	97	231	119	179	157	152	101	99	93
gene-LOC106788491	LOC106788491	1167	699	1577	1214	1306	1513	1100	871	762	987
gene-LOC106788499	LOC106788499	139	99	130	98	142	152	131	52	106	89
gene-LOC106788704	LOC106788704	12	48	13	4	47	5	18	0	7	12
gene-LOC106788412	LOC106788412	993	755	815	760	1016	1044	884	697	625	723
gene-LOC106788418	LOC106788418	693	210	764	478	631	714	736	182	211	259
gene-LOC106788410	LOC106788410	813	463	796	926	712	936	587	402	357	389
gene-LOC106788070	LOC106788070	5579	4767	2953	5801	7336	7482	5714	5437	5325	5442
gene-LOC106788086	LOC106788086	5848	4050	2160	5660	6689	7852	4011	4370	5129	5702
gene-LOC106788053	LOC106788053	2265	695	2020	1853	2003	2211	2448	912	787	1020
gene-LOC106788095	LOC106788095	2017	460	1150	1035	2030	1365	1259	852	481	730
gene-LOC106788715	LOC106788715	18	14	11	17	22	7	10	2	11	3
gene-LOC106788040	LOC106788040	2245	1453	2208	1734	1933	2453	1699	1064	1235	1062
gene-LOC106788048	LOC106788048	8	3	5	2	2	3	3	0	2	5
gene-LOC106788161	LOC106788161	4606	1866	3120	2576	4081	4378	3626	2064	2157	2397
gene-LOC106788222	LOC106788222	145	191	273	203	240	202	122	199	199	242
gene-LOC106787942	LOC106787942	1	0	0	0	0	0	0	0	0	0
gene-LOC106788522	LOC106788522	1322	146	246	418	845	814	681	458	213	253
gene-LOC106787892	LOC106787892	431	280	508	489	464	582	368	345	220	230
gene-LOC106788013	LOC106788013	2	18	8	0	17	8	24	3	12	18
gene-LOC106787987	LOC106787987	1399	786	1764	1114	1333	1749	1244	682	557	744
gene-LOC106788020	LOC106788020	0	0	0	1	0	0	2	0	0	0
gene-LOC106788027	LOC106788027	0	2	0	0	2	0	0	0	0	2
gene-LOC106788572	LOC106788572	9	50	36	43	33	29	8	62	43	82
gene-LOC106788304	LOC106788304	748	311	397	424	617	701	664	327	333	326
gene-LOC106788402	LOC106788402	1057	1119	2351	2229	1168	1617	1667	593	660	796
gene-LOC106788395	LOC106788395	631	285	504	409	595	676	657	262	275	362
