Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Megalopta_genalis-longest-isoforms
OG0000062	XP_006558871.1, XP_006558873.1, XP_006558874.1, XP_006558876.1, XP_006558877.1, XP_006558878.1	Caust.v2_003610	XP_017883661.1, XP_017883744.1, XP_017883917.1, XP_017883985.1, XP_017884064.1, XP_017884229.1	XP_033332770.1, XP_033332775.1, XP_033332776.1, XP_033332778.1
OG0000063	XP_006566561.1, XP_006566570.1, XP_026299672.1, XP_026299673.1, XP_026299674.1, XP_026299677.1	Caust.v2_000655	XP_017878590.1, XP_017878592.1, XP_017878597.1, XP_026668601.1, XP_026668603.1, XP_026668605.1, XP_026668608.1	XP_033342981.1, XP_033342988.1, XP_033342989.1
OG0000064	XP_006566617.1, XP_006566618.1, XP_006566619.1, XP_006566620.1, XP_006566621.1	Caust.v2_000902	XP_017876583.1, XP_017876593.1, XP_017876602.1, XP_017876612.1, XP_026667563.1, XP_026667572.1, XP_026667574.1, XP_026667576.1, XP_026667581.1	XP_033343053.1, XP_033343056.1
OG0000065	XP_006567834.1, XP_016767609.1, XP_026296589.1, XP_026296591.1, XP_026296594.1, XP_026296596.1, XP_026296597.1	Caust.v2_016548, Caust.v2_018015, Caust.v2_020914	XP_017885370.1, XP_017885372.1, XP_026672069.1	XP_033322504.1, XP_033326448.1, XP_033326449.1, XP_033326457.1
OG0000066	XP_006568691.1, XP_006568692.1, XP_006568693.1, XP_006568696.1, XP_006568697.1, XP_016768531.1, XP_026298867.1		XP_017887611.1, XP_017887613.1, XP_026673062.1, XP_026673066.1	XP_033331691.1, XP_033331699.1, XP_033331706.1, XP_033331714.1, XP_033331721.1, XP_033331731.1
OG0000067	XP_006569740.2, XP_006569741.2, XP_006569742.2, XP_006569743.2	Caust.v2_014603	XP_017888556.1, XP_017888580.1, XP_017888590.1, XP_017888597.1, XP_026673779.1, XP_026673792.1, XP_026673799.1	XP_033323239.1, XP_033323248.1, XP_033323256.1, XP_033323279.1, XP_033323313.1
OG0000068	XP_006569857.1, XP_016768904.1, XP_016768913.1, XP_016768914.1, XP_016768917.1, XP_016768919.1, XP_016768920.1, XP_016768921.1, XP_026297947.1	Caust.v2_017057, Caust.v2_018960, Caust.v2_018961, Caust.v2_022090, Caust.v2_022339	XP_026667543.1	XP_033340813.1, XP_033340847.1
OG0000069	XP_006570899.1	Caust.v2_005916, Caust.v2_008070, Caust.v2_008076, Caust.v2_015877	XP_017884545.1, XP_017884546.1, XP_017887567.1, XP_017888231.1, XP_026671796.1, XP_026671798.1, XP_026671799.1	XP_033328623.1, XP_033328624.1, XP_033328768.1, XP_033328965.1, XP_033330795.1
OG0000070	XP_016773306.1, XP_016773307.1, XP_026297364.1		XP_026675447.1, XP_026675448.1, XP_026675449.1, XP_026675451.1, XP_026675454.1, XP_026675457.1, XP_026675458.1, XP_026675460.1, XP_026675461.1, XP_026675464.1, XP_026675465.1, XP_026675466.1, XP_026675467.1	XP_033340510.1
OG0000071	XP_026294997.1, XP_026294998.1, XP_026294999.1, XP_026295002.1	Caust.v2_005806	XP_017879221.1, XP_017879224.1, XP_017879225.1, XP_017879227.1, XP_017879234.1, XP_017879235.1, XP_017879236.1, XP_017879238.1, XP_026668932.1, XP_026668934.1	XP_033341803.1, XP_033341820.1
OG0000072	XP_026295533.1, XP_026295537.1, XP_026295538.1, XP_026295539.1	Caust.v2_011035	XP_017886999.1, XP_017887000.1, XP_017887002.1, XP_017887003.1, XP_017887005.1, XP_026672878.1, XP_026672879.1, XP_026672880.1, XP_026672881.1, XP_026672882.1	XP_033321991.1, XP_033321992.1
OG0000073	XP_026299301.1, XP_026299302.1, XP_026299303.1, XP_026299304.1, XP_026299306.1, XP_026299308.1, XP_026299309.1	Caust.v2_006169	XP_017881960.1, XP_026670386.1, XP_026670387.1, XP_026670389.1, XP_026670390.1, XP_026670391.1	XP_033325615.1, XP_033325616.1, XP_033325617.1
OG0000074		Caust.v2_022299	XP_017876325.2, XP_017884091.1, XP_017885415.1, XP_017885815.1, XP_017888729.1, XP_017889116.2, XP_017889231.1, XP_026668993.1, XP_026669100.1, XP_026670119.1, XP_026671359.1, XP_026672067.1, XP_026673854.1, XP_026674938.1, XP_026675047.1, XP_026675632.1	
OG0000075			XP_017875322.1, XP_017875371.1, XP_017876324.1	XP_033320861.1, XP_033320862.1, XP_033321268.1, XP_033322444.1, XP_033323544.1, XP_033331103.1, XP_033332580.1, XP_033332599.1, XP_033334293.1, XP_033338067.1, XP_033339063.1, XP_033339065.1, XP_033339068.1, XP_033339380.1
OG0000076			XP_017877133.1, XP_017881334.1, XP_017881335.1, XP_017887284.2, XP_017890372.1, XP_017891007.2, XP_026666668.1, XP_026666901.1, XP_026668214.1, XP_026668286.1, XP_026670667.1, XP_026671485.1, XP_026671900.1, XP_026672776.1, XP_026672991.1, XP_026673473.1, XP_026675134.1	
OG0000077	NP_001229904.1, XP_001121864.2, XP_003250751.1, XP_003250754.2, XP_003250757.1, XP_006565953.2, XP_016773531.1, XP_016773539.1, XP_026294766.1, XP_026302132.1	Caust.v2_003729, Caust.v2_003730, Caust.v2_003731, Caust.v2_003732	XP_026668778.1, XP_026668788.1	
OG0000078	XP_003249914.1, XP_006567489.1, XP_006567490.1, XP_016769500.1, XP_026298760.1, XP_026298761.1, XP_026298762.1, XP_026298763.1	Caust.v2_002716	XP_017880941.1, XP_017880944.1, XP_026669763.1, XP_026669764.1, XP_026669765.1	XP_033332336.1, XP_033339604.1
OG0000079	XP_006558313.1, XP_006558314.1, XP_006558315.1, XP_006558320.1, XP_006558325.1, XP_016772202.1, XP_016772206.1	Caust.v2_003233	XP_026672482.1, XP_026672484.1	XP_033324876.1, XP_033324877.1, XP_033324878.1, XP_033324879.1, XP_033324880.1, XP_033324881.1
OG0000080	XP_006560924.2, XP_016766611.2, XP_393531.4	Caust.v2_002033	XP_017885880.1, XP_017885888.1, XP_017885898.1, XP_017885907.1, XP_026671915.1, XP_026671919.1, XP_026671921.1	XP_033325928.1, XP_033325934.1, XP_033325944.1, XP_033325974.1, XP_033325982.1
OG0000081	XP_006561073.2, XP_006561075.2, XP_016772031.2, XP_026301123.1, XP_026301125.1, XP_394101.3	Caust.v2_013115, Caust.v2_021530	XP_017891622.1, XP_017891623.1, XP_026674963.1, XP_026674964.1, XP_026674965.1	XP_033341238.1, XP_033341247.1, XP_033341257.1
OG0000082	XP_006563117.1, XP_016771696.1, XP_016771697.1, XP_016771698.1, XP_392608.4	Caust.v2_004059	XP_017884557.1, XP_017884558.1, XP_017884559.1, XP_026671685.1, XP_026671686.1, XP_026671688.1, XP_026671689.1, XP_026671690.1	XP_033336640.1, XP_033336649.1
OG0000083	XP_006566497.1, XP_006566498.1, XP_006566499.1, XP_006566509.1, XP_016770263.1, XP_016770266.1, XP_016770270.1		XP_017878558.1, XP_017878563.1, XP_017878564.1, XP_017878565.1, XP_017878572.1, XP_017878576.1, XP_026668592.1, XP_026668593.1, XP_026668595.1	
OG0000084	XP_006570610.1, XP_393208.1	Caust.v2_012916, Caust.v2_020887	XP_017875567.1, XP_017875574.1, XP_017875575.1, XP_026667179.1, XP_026667181.1, XP_026667182.1	XP_033320773.1, XP_033321046.1, XP_033321047.1, XP_033321048.1, XP_033343094.1, XP_033343095.1
OG0000085	XP_006570794.1, XP_006570796.1, XP_016766772.1, XP_016766778.1, XP_026296586.1	Caust.v2_010233, Caust.v2_020739	XP_017889083.1, XP_017889095.1, XP_026673818.1, XP_026673819.1, XP_026673820.1, XP_026673821.1, XP_026673822.1, XP_026673828.1	XP_033341205.1
OG0000086	XP_016769048.2, XP_016769053.2, XP_016769055.2, XP_016769056.2, XP_016769059.2	Caust.v2_010432	XP_017885543.1, XP_026672165.1, XP_026672166.1, XP_026672167.1, XP_026672168.1, XP_026672169.1, XP_026672173.1, XP_026672174.1	XP_033329551.1, XP_033329552.1
OG0000087	XP_016771755.1, XP_016771757.1, XP_016771758.1, XP_016771759.1, XP_016771762.1, XP_016771763.1, XP_016771764.1, XP_016771765.1	Caust.v2_004099	XP_017884647.1, XP_026671636.1, XP_026671637.1, XP_026671641.1, XP_026671645.1	XP_033330777.1, XP_033330791.1
OG0000088	XP_016772289.2, XP_026301255.1	Caust.v2_003261	XP_017886317.1, XP_017886319.1, XP_026672497.1, XP_026672498.1, XP_026672500.1, XP_026672502.1, XP_026672503.1	XP_033324732.1, XP_033324733.1, XP_033324735.1, XP_033324737.1, XP_033324738.1, XP_033324740.1
OG0000089	XP_026299987.1, XP_026299988.1, XP_026299989.1, XP_026299991.1, XP_026299993.1, XP_026299994.1, XP_026299995.1, XP_026300000.1, XP_026300001.1	Caust.v2_011076, Caust.v2_021961	XP_026675046.1	XP_033339447.1, XP_033339450.1, XP_033339451.1, XP_033339453.1
OG0000090	XP_026300054.1, XP_026300055.1, XP_026300057.1, XP_026300059.1, XP_026300060.1, XP_026300061.1	Caust.v2_005864	XP_017875348.1, XP_026667067.1	XP_033325106.1, XP_033325107.1, XP_033325108.1, XP_033325109.1, XP_033325111.1, XP_033325112.1, XP_033325113.1
OG0000091	XP_026300363.1, XP_026300373.1, XP_026300376.1		XP_017891912.1, XP_017891914.1, XP_017891915.1, XP_026675220.1, XP_026675221.1, XP_026675222.1, XP_026675223.1, XP_026675224.1, XP_026675225.1, XP_026675226.1	XP_033334543.1, XP_033334553.1, XP_033334593.1
OG0000092		Caust.v2_003438, Caust.v2_003439, Caust.v2_003443, Caust.v2_019250, Caust.v2_022556	XP_017890509.1, XP_017890514.1, XP_017890516.1, XP_017890519.1, XP_017890520.1, XP_017890521.1, XP_017890523.1, XP_026674508.1	XP_033337191.1, XP_033337193.1, XP_033337194.1
OG0000093		Caust.v2_002660		XP_033321306.1, XP_033322035.1, XP_033322222.1, XP_033322608.1, XP_033324206.1, XP_033324207.1, XP_033325557.1, XP_033325561.1, XP_033328756.1, XP_033333586.1, XP_033333587.1, XP_033333928.1, XP_033337381.1, XP_033340639.1, XP_033341707.1
OG0000094			XP_017875587.1, XP_017877689.1, XP_017877690.1, XP_017881808.1, XP_017882922.1, XP_017884305.1, XP_017885064.1, XP_017887400.1, XP_017888063.1, XP_017890377.1, XP_017890397.1, XP_017891008.1, XP_017891009.1, XP_017891010.1, XP_017892179.1, XP_026668696.1	
OG0000095	NP_001014991.1, XP_026295680.1, XP_026295681.1, XP_026295683.1, XP_026295685.1, XP_026295686.1, XP_026295721.1, XP_026295726.1, XP_026295727.1	Caust.v2_012049		XP_033326631.1, XP_033326680.1, XP_033326681.1, XP_033326682.1, XP_033326683.1
OG0000096	NP_001035325.2, XP_006558171.1, XP_006558173.1, XP_006558177.1, XP_006558178.1, XP_006558179.1, XP_016767974.1, XP_026296884.1	Caust.v2_006079	XP_017879716.1, XP_026669174.1, XP_026669175.1, XP_026669176.1	XP_033322589.1, XP_033322599.1
OG0000097	NP_001035348.1, XP_006557547.1, XP_006557548.1, XP_016767978.1	Caust.v2_006945, Caust.v2_018818	XP_017891160.1, XP_026674859.1, XP_026674860.1, XP_026674861.1, XP_026674862.1, XP_026674863.1, XP_026674864.1, XP_026674866.1	XP_033327739.1
OG0000098	NP_001153877.1, XP_026302152.1, XP_026302153.1, XP_026302155.1, XP_026302157.1, XP_026302158.1, XP_026302159.1	Caust.v2_003706, Caust.v2_007778	XP_017880513.1, XP_017880516.1, XP_026669575.1, XP_026669576.1, XP_026669577.1	XP_033341605.1
OG0000099	NP_001172074.1, XP_003251464.1, XP_625015.1	Caust.v2_000128, Caust.v2_003535, Caust.v2_011256, Caust.v2_018581	XP_017880121.1, XP_017880123.1, XP_026675486.1	XP_033322535.1, XP_033322537.1, XP_033322540.1, XP_033333606.1, XP_033338815.1
OG0000100	XP_001120014.1, XP_001120889.1, XP_003251406.1, XP_003251626.1	Caust.v2_003525, Caust.v2_016072, Caust.v2_017759	XP_017887547.1, XP_026673239.1, XP_026675432.1, XP_026675433.1	XP_033328493.1, XP_033328495.1, XP_033328578.1, XP_033328772.1
OG0000101	XP_001120893.2, XP_006571132.1, XP_006571134.1, XP_006571136.1, XP_006571138.1, XP_006571141.1, XP_006571144.1, XP_016771015.1	Caust.v2_022550	XP_017890761.1, XP_017890764.1, XP_026674644.1	XP_033328663.1, XP_033328664.1, XP_033328665.1
OG0000102	XP_003250919.2, XP_026299408.1	Caust.v2_000639	XP_017878604.1, XP_017878605.1, XP_017878607.1, XP_017878609.1, XP_017878610.1, XP_026668630.1, XP_026668631.1, XP_026668632.1, XP_026668633.1, XP_026668635.1, XP_026668636.1	XP_033342431.1
OG0000103	XP_006558304.1, XP_006558305.1, XP_006558307.1, XP_006558308.1, XP_006558309.1, XP_016772296.1, XP_026301099.1	Caust.v2_003246	XP_017886387.1, XP_017886388.1, XP_017886392.1, XP_026672471.1, XP_026672472.1, XP_026672473.1, XP_026672475.1	
OG0000104	XP_006559207.1, XP_006559208.1, XP_006559209.1, XP_006559210.1	Caust.v2_009486	XP_017883216.1, XP_017883219.1, XP_017883220.1, XP_017883222.1, XP_026670909.1, XP_026670912.1, XP_026670914.1	XP_033333033.1, XP_033333039.1, XP_033333040.1
OG0000105	XP_006564021.2, XP_026295518.1	Caust.v2_001915	XP_017886073.1, XP_017886076.1, XP_026672413.1	XP_033327087.1, XP_033327097.1, XP_033327104.1, XP_033327112.1, XP_033327121.1, XP_033327129.1, XP_033327140.1, XP_033327148.1, XP_033327158.1
OG0000106	XP_006564397.1, XP_006564404.1, XP_026299789.1	Caust.v2_000760	XP_026669836.1, XP_026669839.1, XP_026669840.1, XP_026669841.1, XP_026669843.1, XP_026669844.1	XP_033334444.1, XP_033334445.1, XP_033334446.1, XP_033334447.1, XP_033334448.1
OG0000107	XP_006568944.2, XP_006568947.2, XP_006568948.2, XP_006568949.2, XP_006568954.2, XP_006568961.2, XP_016773586.2, XP_026295071.1, XP_392202.5	Caust.v2_013704	XP_017884185.1, XP_017884186.1, XP_017884199.1, XP_026671395.1, XP_026671397.1	
OG0000108	XP_006569026.2, XP_016773557.2, XP_016773558.2, XP_016773559.2, XP_016773561.2, XP_016773562.2	Caust.v2_008163	XP_017884008.2, XP_017884011.2, XP_026671302.1, XP_026671303.1, XP_026671305.1, XP_026671308.1	XP_033334213.1, XP_033334222.1
OG0000109	XP_006570647.1, XP_006570654.1, XP_006570655.1, XP_006570665.1, XP_016768402.1, XP_016768423.1, XP_026296783.1	Caust.v2_013658	XP_017876058.1, XP_017876070.1, XP_026667417.1, XP_026667418.1, XP_026667423.1	XP_033328542.1, XP_033328553.1
OG0000110	XP_006572329.1, XP_006572330.1, XP_016772966.1		XP_017880310.1, XP_017880311.1, XP_017880312.1, XP_017880314.1, XP_017880316.1, XP_017880317.1, XP_017880318.1, XP_017880319.1, XP_017880320.1	XP_033335248.1, XP_033335255.1, XP_033335265.1
OG0000111	XP_016766485.1	Caust.v2_020564	XP_026667260.1, XP_026667261.1, XP_026667262.1, XP_026669983.1, XP_026669987.1, XP_026669991.1, XP_026669992.1, XP_026669995.1	XP_033339130.1, XP_033339134.1, XP_033339137.1, XP_033339138.1, XP_033339139.1
OG0000112	XP_016766829.1, XP_016766831.1, XP_016766838.1, XP_016766839.1, XP_016766840.1, XP_393346.3	Caust.v2_004755	XP_017875273.1, XP_017875274.1, XP_017875279.1, XP_026667040.1, XP_026667042.1, XP_026667043.1, XP_026667044.1	XP_033323196.1
OG0000113	XP_016767061.1, XP_016767062.1, XP_016767064.1, XP_016767065.1, XP_016767068.1, XP_016767069.1, XP_026296182.1, XP_026296183.1	Caust.v2_014716, Caust.v2_014717		XP_033323509.1, XP_033323510.1, XP_033323511.1, XP_033323512.1, XP_033323513.1
OG0000114	XP_016770975.2, XP_026300092.1, XP_026300093.1, XP_026300094.1, XP_026300096.1, XP_026300097.1, XP_026300098.1	Caust.v2_008851	XP_017886753.1, XP_026672689.1, XP_026672690.1, XP_026672692.1	XP_033325070.1, XP_033325071.1, XP_033325072.1
OG0000115	XP_016771821.2, XP_016771824.2, XP_016771825.2, XP_016771828.2, XP_026300699.1, XP_026300702.1, XP_026300703.1	Caust.v2_006820	XP_017884737.1, XP_026671665.1, XP_026671666.1, XP_026671667.1	XP_033336020.1, XP_033336037.1, XP_033336038.1
OG0000116	XP_026294700.1, XP_026294701.1, XP_026294702.1, XP_026294703.1, XP_026294704.1, XP_026294711.1, XP_026294712.1, XP_026294713.1, XP_026294715.1, XP_026294716.1	Caust.v2_001386, Caust.v2_001387	XP_026672622.1	XP_033330593.1, XP_033330594.1
OG0000117	XP_026294885.1, XP_026294911.1, XP_026294913.1, XP_026294926.1, XP_026294929.1	Caust.v2_013370, Caust.v2_013371, Caust.v2_019993	XP_017882635.1, XP_017882638.1, XP_017882639.1, XP_017882641.1, XP_017882642.1	XP_033337007.1, XP_033337020.1
OG0000118	XP_026295960.1, XP_026301772.1, XP_026301780.1, XP_026301781.1, XP_026301783.1	Caust.v2_007116, Caust.v2_007119, Caust.v2_010853, Caust.v2_015988, Caust.v2_021492	XP_017878767.1	XP_033326800.1, XP_033336293.1, XP_033336301.1, XP_033336317.1
OG0000119	XP_026298227.1, XP_026298228.1, XP_026298229.1, XP_026298230.1, XP_026298231.1, XP_026298233.1, XP_026298234.1, XP_026298236.1	Caust.v2_012466, Caust.v2_022367	XP_017893208.1, XP_017893209.1, XP_026666664.1, XP_026666667.1	XP_033327767.1
OG0000120	XP_026299596.1, XP_026299597.1, XP_026299598.1, XP_026299601.1, XP_026299602.1	Caust.v2_002627, Caust.v2_011311, Caust.v2_019406	XP_017878945.1, XP_017878947.1, XP_017878948.1, XP_017878957.1, XP_017878958.1	XP_033327591.1, XP_033327610.1
OG0000121	XP_026301259.1, XP_026301260.1, XP_026301263.1, XP_026301267.1, XP_026301268.1, XP_026301273.1, XP_026301275.1, XP_026301276.1	Caust.v2_006675	XP_026670759.1, XP_026670766.1, XP_026670769.1, XP_026670770.1	XP_033322226.1, XP_033322228.1
OG0000122		Caust.v2_007829, Caust.v2_020090, Caust.v2_020676, Caust.v2_020677, Caust.v2_020807, Caust.v2_020808, Caust.v2_020809, Caust.v2_021783, Caust.v2_022036	XP_017887310.1, XP_017891405.1, XP_017891743.1, XP_026674113.1, XP_026674485.1, XP_026674487.1	
OG0000123		Caust.v2_013191, Caust.v2_013312, Caust.v2_015936, Caust.v2_017875, Caust.v2_018388, Caust.v2_019031, Caust.v2_019033, Caust.v2_020206, Caust.v2_020850, Caust.v2_021265, Caust.v2_021762	XP_017890550.1, XP_017890551.1, XP_026674571.1, XP_026674574.1	
OG0000124	NP_001128419.1, NP_001136081.1, XP_026297792.1, XP_026300653.1	Caust.v2_000845, Caust.v2_013269, Caust.v2_017584	XP_017877630.1, XP_017879668.1, XP_017888731.1	XP_033332844.1, XP_033332851.1, XP_033332860.1, XP_033332886.1
OG0000125	NP_001229915.1, XP_016770780.1, XP_016770782.1, XP_016770788.1, XP_026299312.1	Caust.v2_013631, Caust.v2_014746, Caust.v2_017149, Caust.v2_017150	XP_017889271.2, XP_026667345.1, XP_026673541.1, XP_026673543.1, XP_026675078.1	
OG0000126	NP_001265260.1, XP_026297365.1, XP_026297366.1, XP_026297367.1	Caust.v2_018694	XP_017885207.1, XP_017885210.1, XP_017885211.1, XP_017885213.1, XP_026671994.1, XP_026671995.1, XP_026671996.1, XP_026671997.1	XP_033322983.1
OG0000127	XP_001121323.1, XP_003251671.1	Caust.v2_005604, Caust.v2_005605, Caust.v2_005606, Caust.v2_022015	XP_017892708.1, XP_017892709.1, XP_026675579.1, XP_026675596.1, XP_026675597.1	XP_033330435.1, XP_033330438.1, XP_033330507.1
OG0000128	XP_001122271.2, XP_006557439.1, XP_006557442.1, XP_006557443.1, XP_006557445.1, XP_006557446.1, XP_006557447.1, XP_006557448.1	Caust.v2_015760	XP_017880452.1, XP_026669463.1, XP_026669465.1	XP_033331828.1, XP_033331829.1
OG0000129	XP_006557675.1, XP_016770951.1	Caust.v2_008608	XP_017882859.1, XP_017882860.1, XP_017882862.1, XP_017882863.1, XP_017882864.2, XP_017882868.1, XP_017882870.1, XP_017882874.1	XP_033339410.1, XP_033339421.1, XP_033339422.1
OG0000130	XP_006559023.1, XP_006559027.1, XP_006559028.1, XP_006559030.1, XP_392864.4	Caust.v2_006909	XP_017887721.1, XP_017887722.1, XP_017887723.1, XP_026673106.1, XP_026673108.1	XP_033326825.1, XP_033326826.1, XP_033326827.1
OG0000131	XP_006559176.2, XP_006559177.2, XP_006559182.2, XP_026302198.1	Caust.v2_003874, Caust.v2_004863	XP_017892879.1, XP_017892881.1, XP_026675643.1, XP_026675644.1, XP_026675645.1	XP_033334270.1, XP_033334275.1, XP_033334276.1
OG0000132	XP_006559308.1, XP_006559310.2, XP_006559312.1, XP_006559314.1, XP_006559315.1, XP_006559317.1, XP_016770988.1	Caust.v2_022583	XP_017883302.1, XP_026670957.1, XP_026670958.1, XP_026670959.1	XP_033322403.1, XP_033322413.1
OG0000133	XP_006559859.1, XP_006559860.1, XP_006559861.1, XP_026299441.1, XP_396828.2	Caust.v2_000925, Caust.v2_000932, Caust.v2_019023	XP_017880352.1, XP_017893274.1, XP_017893275.1, XP_026672781.1	XP_033335006.1, XP_033335007.1
OG0000134	XP_006560512.2, XP_006560516.2, XP_026295572.1, XP_026295573.1, XP_026295580.1, XP_026295581.1	Caust.v2_004749	XP_017893435.1, XP_017893436.1, XP_017893438.1, XP_026666776.1, XP_026666777.1, XP_026666778.1	XP_033323315.1
OG0000135	XP_006560692.1, XP_016770385.1, XP_016770388.1, XP_016770390.1, XP_026299594.1	Caust.v2_015594	XP_026670007.1, XP_026670009.1, XP_026670010.1	XP_033329746.1, XP_033329759.1, XP_033329775.1, XP_033329781.1, XP_033329798.1
OG0000136	XP_006562110.1, XP_006562111.1, XP_006562115.1, XP_006562116.1, XP_026299143.1, XP_624709.4	Caust.v2_013598	XP_017882005.1, XP_017882007.1, XP_017882008.1, XP_017882009.1, XP_017882010.1, XP_026670286.1	XP_033331773.1
OG0000137	XP_006562734.1, XP_006562737.1, XP_026295772.1, XP_026295773.1, XP_623068.2	Caust.v2_007618, Caust.v2_018594	XP_017885446.1, XP_026672084.1, XP_026672085.1	XP_033325341.1, XP_033325343.1, XP_033325346.1, XP_033325347.1
OG0000138	XP_006563423.2	Caust.v2_009301	XP_017889680.1	XP_033339971.1, XP_033339988.1, XP_033339997.1, XP_033340005.1, XP_033340014.1, XP_033340019.1, XP_033340027.1, XP_033340036.1, XP_033340044.1, XP_033340053.1, XP_033340063.1
OG0000139	XP_006565281.1, XP_006565283.1, XP_016770981.1, XP_016770982.1, XP_026300240.1, XP_026300241.1	Caust.v2_016863, Caust.v2_016864	XP_017884129.1, XP_017884133.1	XP_033323349.1, XP_033323359.1, XP_033323369.1, XP_033323377.1
OG0000140	XP_006567039.1, XP_006567041.1, XP_006567043.1, XP_006567044.1, XP_006567046.1, XP_006567048.1	Caust.v2_015825	XP_026667948.1, XP_026667955.1, XP_026667956.1, XP_026667969.1	XP_033330004.1, XP_033330008.1, XP_033330009.1
OG0000141	XP_006569408.2, XP_006569410.2, XP_016767179.2, XP_016767180.2, XP_016767181.2, XP_016767182.2, XP_026295963.1	Caust.v2_007109	XP_017885326.1, XP_017885328.1, XP_017885329.1, XP_026672046.1, XP_026672047.1	XP_033338178.1
OG0000142	XP_006570038.2, XP_006570039.2, XP_006570040.2, XP_006570041.2, XP_006570042.2, XP_006570043.2	Caust.v2_015464, Caust.v2_016211	XP_017891946.1, XP_017891955.1, XP_017891964.1, XP_017891983.1	XP_033329178.1, XP_033329179.1
OG0000143	XP_006570477.1, XP_006570478.1	Caust.v2_011433, Caust.v2_016118	XP_017892895.1, XP_017892898.1, XP_017892899.1, XP_017892900.1, XP_017892901.1, XP_026666473.1	XP_033342457.1, XP_033342459.1, XP_033342460.1, XP_033342461.1
